Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
7_Video_06;14;00:03:06;00:03:07;dialog;information,enemy,turn,red
7_Video_06;14;00:03:07;00:03:42;locationstay;arena,enemy,gameplay
7_Video_06;14;00:03:42;00:03:43;dialog;information,blue,player,turn
7_Video_06;14;00:03:43;00:04:15;locationstay;arena,gameplay,player
7_Video_06;14;00:03:45;00:03:45;interaction;click,emoji
7_Video_06;14;00:03:45;00:03:46;dialog;list,emojis
7_Video_06;14;00:03:58;00:03:59;dialog;select,target,fighter
7_Video_06;14;00:04:15;00:04:15;interaction;end,turn
7_Video_06;14;00:04:15;00:04:16;dialog;information,enemy,turn,red
7_Video_06;14;00:04:16;00:04:43;locationstay;arena,enemy,gameplay
7_Video_06;14;00:04:43;00:04:44;dialog;information,player,turn,blue
7_Video_06;14;00:04:44;00:05:00;locationstay;arena,gameplay,player
7_Video_07;14;00:00:00;00:00:18;locationstay;arena,gameplay,player
7_Video_07;14;00:00:18;00:00:18;interaction;end,turn
7_Video_07;14;00:00:18;00:00:19;dialog;information,enemy,turn,red,plus,energy
7_Video_07;14;00:00:19;00:00:37;locationstay;arena,enemy,gameplay
7_Video_07;14;00:00:37;00:00:38;dialog;information,player,turn,blue
7_Video_07;14;00:00:38;00:01:09;locationstay;arena,gameplay,player
7_Video_07;14;00:00:43;00:00:44;dialog;select,target,fighter
7_Video_07;14;00:00:57;00:00:58;dialog;select,target,fighter
7_Video_07;14;00:01:01;00:01:02;dialog;select,target,fighter
7_Video_07;14;00:01:09;00:01:09;interaction;end,turn
7_Video_07;14;00:01:09;00:01:11;dialog;information,enemy,turn,red
7_Video_07;14;00:01:11;00:01:38;locationstay;arena,enemy,gameplay
7_Video_07;14;00:01:38;00:01:39;dialog;information,player,turn,blue
7_Video_07;14;00:01:39;00:02:23;locationstay;arena,gameplay,player
7_Video_07;14;00:01:45;00:01:46;dialog;select,target,fighter
7_Video_07;14;00:02:01;00:02:02;dialog;select,target,fighter
7_Video_07;14;00:02:06;00:02:06;interaction;click,emoji
7_Video_07;14;00:02:06;00:02:10;dialog;list,emojis
7_Video_07;14;00:02:23;00:02:23;interaction;end,turn
7_Video_07;14;00:02:23;00:02:24;dialog;information,enemy,turn,red
7_Video_07;14;00:02:24;00:02:43;locationstay;arena,enemy,gameplay
7_Video_07;14;00:02:43;00:02:44;dialog;information,player,turn,blue,plus,energy
7_Video_07;14;00:02:44;00:03:04;locationstay;arena,gameplay,player
7_Video_07;14;00:02:57;00:02:58;dialog;select,target,fighter
7_Video_07;14;00:03:04;00:03:10;mainmenu;victory,share,back,to,lobby,blue,next,match
7_Video_07;14;00:03:10;00:03:10;interaction;click,back,to,lobby
7_Video_07;14;00:03:10;00:03:11;mainmenu;lobby,play
7_Video_07;14;00:03:11;00:03:16;mainmenu;arena,season,practice,ranked,blitz
7_Video_07;14;00:03:16;00:03:16;interaction;click,back
7_Video_07;14;00:03:16;00:03:21;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_07;14;00:03:19;00:03:19;interaction;click,play
7_Video_07;14;00:03:19;00:03:21;dialog;adventure,arena
7_Video_07;14;00:03:21;00:03:40;mainmenu;map,forest,chapter,corrupted
7_Video_07;14;00:03:27;00:03:30;mainmenu;stage,menu,3,enemies,rewards
7_Video_07;14;00:03:38;00:03:40;mainmenu;Stage,4,crossroads,enemies,rewards,start
7_Video_07;14;00:03:40;00:03:40;interaction;click,start
7_Video_07;14;00:03:40;00:03:44;loadingscreen;load,stage
7_Video_07;14;00:03:44;00:04:14;locationstay;stage,gameplay,player,forest
7_Video_07;14;00:03:44;00:03:45;dialog;information,player,turn
7_Video_07;14;00:03:55;00:03:56;dialog;select,target,fighter
7_Video_07;14;00:04:03;00:04:04;dialog;select,target,fighter
7_Video_07;14;00:04:14;00:04:14;interaction;end,turn
7_Video_07;14;00:04:14;00:04:16;dialog;information,enemy,turn,red
7_Video_07;14;00:04:16;00:04:20;locationstay;stage,enemy,gameplay,forest
7_Video_07;14;00:04:20;00:04:21;dialog;information,player,turn,blue
7_Video_07;14;00:04:21;00:04:39;locationstay;stage,player,forest,gameplay
7_Video_07;14;00:04:39;00:04:43;teleport;move,next,enemy
7_Video_07;14;00:04:43;00:04:47;locationstay;stage,player,forest,gameplay
7_Video_07;14;00:04:47;00:04:47;interaction;end,turn
7_Video_07;14;00:04:47;00:04:48;dialog;information,enemy,turn,red
7_Video_07;14;00:04:48;00:05:00;locationstay;stage,enemy,gameplay,forest
7_Video_08;14;00:00:00;00:00:03;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_08;14;00:00:03;00:00:03;interaction;click,mission
7_Video_08;14;00:00:03;00:00:48;mainmenu;mission,menu,daily,weekly
7_Video_08;14;00:00:05;00:00:05;interaction;click,claim
7_Video_08;14;00:00:05;00:00:08;loadingscreen;load,rewards
7_Video_08;14;00:00:08;00:00:10;mainmenu;reward,items
7_Video_08;14;00:00:10;00:00:10;interaction;click,ok
7_Video_08;14;00:00:13;00:00:13;interaction;click,claim
7_Video_08;14;00:00:13;00:00:15;loadingscreen;load,rewards
7_Video_08;14;00:00:15;00:00:17;mainmenu;reward,items
7_Video_08;14;00:00:17;00:00:17;interaction;click,ok
7_Video_08;14;00:00:20;00:00:20;interaction;click,claim
7_Video_08;14;00:00:20;00:00:21;loadingscreen;load,rewards
7_Video_08;14;00:00:21;00:00:23;mainmenu;reward,items
7_Video_08;14;00:00:23;00:00:23;interaction;click,ok
7_Video_08;14;00:00:30;00:00:30;interaction;click,claim
7_Video_08;14;00:00:30;00:00:31;loadingscreen;load,rewards
7_Video_08;14;00:00:31;00:00:33;mainmenu;reward,items
7_Video_08;14;00:00:33;00:00:33;interaction;click,ok
7_Video_08;14;00:00:35;00:00:35;interaction;click,claim
7_Video_08;14;00:00:35;00:00:36;loadingscreen;load,rewards
7_Video_08;14;00:00:36;00:00:39;mainmenu;reward,items
7_Video_08;14;00:00:39;00:00:39;interaction;click,ok
7_Video_08;14;00:00:48;00:00:48;interaction;click,back
7_Video_08;14;00:00:48;00:00:51;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_08;14;00:00:51;00:00:51;interaction;click,craft
7_Video_08;14;00:00:56;00:00:56;interaction;click,craft
7_Video_08;14;00:00:56;00:00:58;loadingscreen;load,craft,rewards
7_Video_08;14;00:00:58;00:01:02;mainmenu;craft,rewards
7_Video_08;14;00:01:02;00:01:02;interaction;click,back
7_Video_08;14;00:00:51;00:01:04;mainmenu;craft
7_Video_08;14;00:01:04;00:01:07;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_08;14;00:01:07;00:01:07;interaction;click,mission
7_Video_08;14;00:01:07;00:01:25;mainmenu;mission,menu,daily,weekly
7_Video_08;14;00:01:09;00:01:09;interaction;click,weekly
7_Video_08;14;00:01:18;00:01:18;interaction;click,claim
7_Video_08;14;00:01:19;00:01:21;mainmenu;reward,items
7_Video_08;14;00:01:25;00:01:31;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_08;14;00:01:29;00:01:31;dialog;adventure,arena
7_Video_08;14;00:01:31;00:01:31;interaction;click,arena
7_Video_08;14;00:01:31;00:01:33;mainmenu;arena,season,practice,ranked,blitz
7_Video_08;14;00:01:33;00:01:52;loadingscreen;load,arena
7_Video_08;14;00:01:52;00:02:03;locationstay;arena,enemy,gameplay
7_Video_08;14;00:01:53;00:01:54;dialog;information,enemy,turn
7_Video_08;14;00:01:55;00:01:56;dialog;notice,waiting,for,opponent
7_Video_08;14;00:02:03;00:02:04;dialog;information,player,turn,blue
7_Video_08;14;00:02:04;00:02:18;locationstay;arena,gameplay,player
7_Video_08;14;00:02:18;00:02:18;interaction;end,turn
7_Video_08;14;00:02:18;00:02:19;dialog;information,enemy,turn,red
7_Video_08;14;00:02:19;00:02:37;locationstay;arena,enemy,gameplay
7_Video_08;14;00:02:25;00:02:25;interaction;click,emoji
7_Video_08;14;00:02:25;00:02:28;dialog;list,emojis
7_Video_08;14;00:02:37;00:02:38;dialog;information,player,turn,blue
7_Video_08;14;00:02:38;00:03:01;locationstay;arena,player,gameplay
7_Video_08;14;00:02:43;00:02:44;dialog;select,target,fighter
7_Video_08;14;00:02:56;00:02:56;dialog;select,target,fighter
7_Video_08;14;00:03:01;00:03:01;interaction;end,turn
7_Video_08;14;00:03:01;00:03:02;dialog;information,enemy,turn,red
7_Video_08;14;00:03:02;00:03:18;locationstay;arena,enemy,gameplay
7_Video_08;14;00:03:18;00:03:19;dialog;information,player,turn,blue
7_Video_08;14;00:03:19;00:03:39;locationstay;arena,player,gameplay
7_Video_08;14;00:03:30;00:03:31;dialog;select,target,fighter
7_Video_08;14;00:03:39;00:03:39;interaction;end,turn
7_Video_08;14;00:03:39;00:03:40;dialog;information,enemy,turn,red
7_Video_08;14;00:03:40;00:04:01;locationstay;arena,enemy,gameplay
7_Video_08;14;00:04:01;00:04:02;dialog;information,player,turn,blue
7_Video_08;14;00:04:02;00:04:29;locationstay;arena,player,gameplay
7_Video_08;14;00:04:11;00:04:12;dialog;select,target,fighter
7_Video_08;14;00:04:28;00:04:28;interaction;end,turn
7_Video_08;14;00:04:29;00:04:30;dialog;information,enemy,turn,red
7_Video_08;14;00:04:30;00:04:45;locationstay;arena,enemy,gameplay
7_Video_08;14;00:04:45;00:04:46;dialog;information,player,turn,blue
7_Video_08;14;00:04:46;00:05:00;locationstay;arena,gameplay,player
7_Video_09;14;00:00:00;00:00:15;locationstay;arena,gameplay,player
7_Video_09;14;00:00:15;00:00:15;interaction;end,turn
7_Video_09;14;00:00:15;00:00:16;dialog;information,enemy,turn,red
7_Video_09;14;00:00:17;00:00:17;interaction;click,emoji
7_Video_09;14;00:00:17;00:00:21;dialog;list,emojis
7_Video_09;14;00:00:16;00:00:29;locationstay;arena,enemy,gameplay
7_Video_09;14;00:00:29;00:00:30;dialog;information,player,turn,blue
7_Video_09;14;00:00:30;00:01:00;locationstay;arena,gameplay,player
7_Video_09;14;00:00:50;00:00:51;dialog;select,target,fighter
7_Video_09;14;00:00:55;00:00:56;dialog;select,target,fighter
7_Video_09;14;00:01:00;00:01:01;dialog;information,enemy,turn,red
7_Video_09;14;00:01:00;00:01:00;interaction;end,turn
7_Video_09;14;00:01:01;00:01:15;locationstay;arena,enemy,gameplay
7_Video_09;14;00:01:15;00:01:16;dialog;information,blue,player,turn
7_Video_09;14;00:01:16;00:01:49;locationstay;arena,player,gameplay
7_Video_09;14;00:01:20;00:01:21;interaction;select,target,fighter
7_Video_09;14;00:01:26;00:01:27;interaction;select,fighter,target
7_Video_09;14;00:01:49;00:01:54;dialog;victory,share,back,to,lobby,blue
7_Video_09;14;00:01:54;00:01:56;loadingscreen;back,to,lobby
7_Video_09;14;00:01:56;00:02:07;mainmenu;season,ranked,practice,blitz
7_Video_09;14;00:01:57;00:02:00;mainmenu;claim,rewards
7_Video_09;14;00:02:00;00:02:00;interaction;click,ok
7_Video_09;14;00:02:07;00:02:20;loadingscreen;load,blitz
7_Video_09;14;00:02:07;00:02:07;interaction;click,blitz
7_Video_09;14;00:02:10;00:02:17;dialog;choose,preference,first,second,no,timer
7_Video_09;14;00:02:17;00:02:17;interaction;click,no,preference
7_Video_09;14;00:02:20;00:02:21;dialog;you,go,first
7_Video_09;14;00:02:20;00:02:33;locationstay;forest,gameplay,palyer
7_Video_09;14;00:02:27;00:02:28;dialog;select,fighter,target
7_Video_09;14;00:02:33;00:02:34;dialog;information,red,enemy,turn
7_Video_09;14;00:02:34;00:02:41;locationstay;forest,gameplay,enemy
7_Video_09;14;00:02:36;00:02:37;dialog;list,emojis
7_Video_09;14;00:02:41;00:02:42;dialog;information,blue,player,turn
7_Video_09;14;00:02:42;00:02:53;locationstay;forest,gameplay,palyer
7_Video_09;14;00:02:45;00:02:45;dialog;select,fighter,target
7_Video_09;14;00:02:53;00:02:53;interaction;end,turn
7_Video_09;14;00:02:53;00:02:54;dialog;information,red,enemy,turn
7_Video_09;14;00:02:54;00:03:13;locationstay;enemy,forest,gamplay
7_Video_09;14;00:03:13;00:03:13;dialog;information,blue,player,turn
7_Video_09;14;00:03:13;00:03:30;locationstay;forest,gameplay,player
7_Video_09;14;00:03:22;00:03:23;dialog;select,target
7_Video_09;14;00:03:28;00:03:29;dialog;select,fighter,target
7_Video_09;14;00:03:30;00:03:30;interaction;end,turn
7_Video_09;14;00:03:30;00:03:31;dialog;information,red,enemy,turn
7_Video_09;14;00:03:31;00:03:53;locationstay;enemy,forest,gamplay
7_Video_09;14;00:03:53;00:03:54;dialog;information,blue,player,turn
7_Video_09;14;00:03:54;00:04:07;locationstay;player,forest,gameplay
7_Video_09;14;00:04:07;00:04:07;interaction;end,turn
7_Video_09;14;00:04:07;00:04:08;dialog;information,red,enemy,turn
7_Video_09;14;00:04:08;00:04:23;locationstay;enemy,forest,gamplay
7_Video_09;14;00:04:10;00:04:14;dialog;list,emojis
7_Video_09;14;00:04:23;00:04:23;dialog;information,blue,player,turn
7_Video_09;14;00:04:23;00:04:34;locationstay;player,forest,gameplay
7_Video_09;14;00:04:27;00:04:28;dialog;select,fighter,target
7_Video_09;14;00:04:34;00:04:34;interaction;end,turn
7_Video_09;14;00:04:34;00:04:35;dialog;information,red,enemy,turn
7_Video_09;14;00:04:35;00:04:40;locationstay;enemy,forest,gamplay
7_Video_09;14;00:04:40;00:04:45;mainmenu;defeated,back,to,lobby,retry
7_Video_09;14;00:04:46;00:04:47;loadingscreen;back,to,lobby
7_Video_09;14;00:04:47;00:04:50;mainmenu;season,ranked,practice,blitz
7_Video_09;14;00:04:50;00:04:50;interaction;click,back
7_Video_09;14;00:04:50;00:04:57;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_09;14;00:04:55;00:04:55;interaction;click,play
7_Video_09;14;00:04:55;00:04:57;dialog;adventure,arena
7_Video_09;14;00:04:57;00:04:57;interaction;click,adventure
7_Video_09;14;00:04:57;00:05:00;mainmenu;map,forest,chapter
7_Video_10;14;00:00:00;00:00:02;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_10;14;00:00:02;00:00:56;mainmenu;mission,menu,daily,weekly
7_Video_10;14;00:00:08;00:00:08;interaction;click,claim
7_Video_10;14;00:00:09;00:00:11;dialog;reward,items
7_Video_10;14;00:00:20;00:00:20;interaction;click,daily
7_Video_10;14;00:00:23;00:00:23;interaction;click,claim
7_Video_10;14;00:00:23;00:00:26;dialog;reward,items
7_Video_10;14;00:00:29;00:00:29;interaction;click,claim
7_Video_10;14;00:00:29;00:00:33;dialog;reward,items
7_Video_10;14;00:00:56;00:00:57;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_10;14;00:00:57;00:00:57;interaction;click,inventory
7_Video_10;14;00:00:57;00:01:20;mainmenu;inventory,menu
7_Video_10;14;00:01:05;00:01:05;interaction;click,open
7_Video_10;14;00:01:16;00:01:17;dialog;reward,items
7_Video_10;14;00:01:20;00:01:25;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_10;14;00:01:25;00:01:25;interaction;click,character
7_Video_10;14;00:01:25;00:01:33;mainmenu;character,axie
7_Video_10;14;00:01:33;00:01:49;mainmenu;equip,charms
7_Video_10;14;00:01:40;00:01:44;dialog;pick,charm
7_Video_10;14;00:01:49;00:01:53;mainmenu;character,axie
7_Video_10;14;00:01:53;00:01:58;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_10;14;00:01:55;00:01:58;dialog;adventure,arena
7_Video_10;14;00:01:58;00:01:58;interaction;click,arena
7_Video_10;14;00:01:58;00:02:02;mainmenu;season,ranked,practice,blitz
7_Video_10;14;00:02:02;00:02:08;loadingscreen;load,ranked
7_Video_10;14;00:02:08;00:02:26;locationstay;arena,player,gameplay
7_Video_10;14;00:02:09;00:02:10;dialog;you,go,first
7_Video_10;14;00:02:28;00:02:28;interaction;end,turn
7_Video_10;14;00:02:28;00:02:29;dialog;information,red,enemy,turn
7_Video_10;14;00:02:29;00:02:45;locationstay;arena,enemy,gameplay
7_Video_10;14;00:02:45;00:02:46;dialog;information,blue,player,turn
7_Video_10;14;00:02:46;00:03:05;locationstay;arena,player,gameplay
7_Video_10;14;00:02:55;00:02:56;dialog;select,fighter,target
7_Video_10;14;00:03:05;00:03:06;dialog;information,red,enemy,turn
7_Video_10;14;00:03:06;00:03:18;locationstay;arena,enemy,gameplay
7_Video_10;14;00:03:09;00:03:09;interaction;click,emoji
7_Video_10;14;00:03:09;00:03:10;dialog;list,emojis
7_Video_10;14;00:03:18;00:03:19;dialog;information,blue,player,turn
7_Video_10;14;00:03:19;00:03:40;locationstay;arena,player,gameplay
7_Video_10;14;00:03:22;00:03:23;dialog;select,fighter,target
7_Video_10;14;00:03:26;00:03:27;dialog;select,fighter,target
7_Video_10;14;00:03:37;00:03:38;dialog;select,fighter,target
7_Video_10;14;00:03:40;00:03:40;interaction;end,turn
7_Video_10;14;00:03:40;00:03:41;dialog;information,enemy,turn,red
7_Video_10;14;00:03:41;00:04:08;locationstay;arena,enemy,gameplay
7_Video_10;14;00:04:08;00:04:09;dialog;information,blue,player,turn
7_Video_10;14;00:04:09;00:04:31;locationstay;arena,player,gameplay
7_Video_10;14;00:04:23;00:04:24;dialog;select,fighter,target
7_Video_10;14;00:04:31;00:04:31;interaction;end,turn
7_Video_10;14;00:04:31;00:04:32;dialog;information,red,enemy,turn
7_Video_10;14;00:04:32;00:04:48;locationstay;arena,enemy,gameplay
7_Video_10;14;00:04:36;00:04:36;interaction;click,emoji
7_Video_10;14;00:04:36;00:04:39;dialog;list,emojis
7_Video_10;14;00:04:48;00:04:49;dialog;information,blue,player,turn
7_Video_10;14;00:04:49;00:05:00;locationstay;arena,player,gameplay
7_Video_11;14;00:00:00;00:00:25;locationstay;arena,player,gameplay
7_Video_11;14;00:00:13;00:00:14;dialog;select,fighter,target
7_Video_11;14;00:00:25;00:00:25;interaction;end,turn
7_Video_11;14;00:00:25;00:00:26;dialog;information,red,enemy,turn
7_Video_11;14;00:00:26;00:00:37;locationstay;arena,enemy,gameplay
7_Video_11;14;00:00:37;00:00:38;dialog;information,blue,player,turn
7_Video_11;14;00:00:38;00:01:06;locationstay;arena,player,gameplay
7_Video_11;14;00:00:49;00:00:50;dialog;select,target,fighter
7_Video_11;14;00:01:06;00:01:06;interaction;click,end,turn
7_Video_11;14;00:01:06;00:01:07;dialog;information,enemy,turn,red
7_Video_11;14;00:01:07;00:01:18;locationstay;arena,enemy,gameplay
7_Video_11;14;00:01:18;00:01:19;dialog;information,player,turn,blue,plus,energy
7_Video_11;14;00:01:19;00:01:45;locationstay;arena,player,gameplay
7_Video_11;14;00:01:39;00:01:40;dialog;select,fighter,target
7_Video_11;14;00:01:43;00:01:44;dialog;select,fighter,target
7_Video_11;14;00:01:45;00:01:45;interaction;click,end,turn
7_Video_11;14;00:01:45;00:01:46;dialog;information,red,enemy,turn,plus,energy
7_Video_11;14;00:01:46;00:02:02;locationstay;arena,enemy,gameplay
7_Video_11;14;00:02:02;00:02:03;dialog;information,blue,player,turn
7_Video_11;14;00:02:03;00:02:22;locationstay;arena,player,gameplay
7_Video_11;14;00:02:17;00:02:18;dialog;select,fighter,target
7_Video_11;14;00:02:22;00:02:22;interaction;click,end,turn
7_Video_11;14;00:02:22;00:02:23;dialog;information,red,enemy,turn
7_Video_11;14;00:02:32;00:02:36;locationstay;arena,enemy,gameplay
7_Video_11;14;00:02:25;00:02:25;interaction;click,emoji
7_Video_11;14;00:02:25;00:02:28;dialog;list,emojis
7_Video_11;14;00:02:36;00:02:43;dialog;defeated,back,to,lobby,retry
7_Video_11;14;00:02:43;00:02:45;loadingscreen;back,to,lobby
7_Video_11;14;00:02:45;00:02:55;mainmenu;season,ranked,practice,blitz
7_Video_11;14;00:02:55;00:02:55;interaction;click,back
7_Video_11;14;00:02:55;00:03:00;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_11;14;00:03:00;00:03:15;mainmenu;mission,menu,daily,weekly
7_Video_11;14;00:03:04;00:03:04;interaction;click,claim
7_Video_11;14;00:03:04;00:03:05;dialog;reward,items
7_Video_11;14;00:03:15;00:03:20;mainmenu;lobby,play,collection,craft,axie,team,inventory
7_Video_11;14;00:03:18;00:03:20;dialog;adventure,arena
7_Video_11;14;00:03:20;00:03:20;interaction;click,adventure
7_Video_11;14;00:03:20;00:03:35;mainmenu;map,forest,chapter
7_Video_11;14;00:03:24;00:03:29;mainmenu;stage,moon,shrine,menu
7_Video_11;14;00:03:30;00:03:31;mainmenu;stage,howling,cliff,menu
7_Video_11;14;00:03:33;00:03:35;mainmenu;stage,moon,shrine,menu
7_Video_11;14;00:03:35;00:03:40;loadingscreen;load,stage
7_Video_11;14;00:03:40;00:03:57;locationstay;forest,player,gameplay
7_Video_11;14;00:03:41;00:03:42;dialog;you,go,first
7_Video_11;14;00:03:57;00:03:57;interaction;click,end,turn
7_Video_11;14;00:03:57;00:03:58;dialog;information,red,enemy,turn
7_Video_11;14;00:03:58;00:04:03;locationstay;forest,enemy,gameplay
7_Video_11;14;00:04:03;00:04:04;dialog;information,blue,player,turn
7_Video_11;14;00:04:04;00:04:27;locationstay;forest,player,gameplay
7_Video_11;14;00:04:12;00:04:15;teleport;move,next,enemy
7_Video_11;14;00:04:27;00:04:27;interaction;click,end,turn
7_Video_11;14;00:04:27;00:04:28;dialog;information,red,enemy,turn
7_Video_11;14;00:04:28;00:04:39;locationstay;forest,enemy,gameplay
7_Video_11;14;00:04:31;00:04:34;teleport;move,next,enemy
7_Video_11;14;00:04:39;00:04:40;dialog;information,blue,player,turn
7_Video_11;14;00:04:40;00:05:00;locationstay;forest,player,gameplay
7_Video_11;14;00:04:44;00:04:45;dialog;select,fighter,target
7_Video_11;14;00:04:57;00:04:58;dialog;select,fighter,target
7_Video_12;14;00:00:00;00:00:03;mainmenu;season,ranked,practice,blitz
7_Video_12;14;00:00:03;00:00:09;loadingscreen;load,ranked
7_Video_12;14;00:00:09;00:00:19;locationstay;arena,enemy,gameplay
7_Video_12;14;00:00:09;00:00:10;dialog;you,go,second
7_Video_12;14;00:00:19;00:00:20;dialog;information,blue,player,turn
7_Video_12;14;00:00:20;00:00:37;locationstay;arena,player,gameplay
7_Video_12;14;00:00:37;00:00:37;interaction;end,turn
7_Video_12;14;00:00:37;00:00:38;dialog;information,red,enemy,turn
7_Video_12;14;00:00:38;00:00:46;locationstay;arena,enemy,gameplay
7_Video_12;14;00:00:40;00:00:43;dialog;list,emojis
7_Video_12;14;00:00:46;00:00:47;dialog;information,blue,player,turn
7_Video_12;14;00:00:46;00:01:03;locationstay;arena,player,gameplay
7_Video_12;14;00:01:03;00:01:04;dialog;information,red,enemy,turn
7_Video_12;14;00:01:04;00:01:31;locationstay;arena,enemy,gameplay
7_Video_12;14;00:01:31;00:01:32;dialog;information,blue,player,turn
7_Video_12;14;00:01:32;00:02:01;locationstay;arena,player,gameplay
7_Video_12;14;00:01:36;00:01:37;dialog;select,fighter,target
7_Video_12;14;00:01:55;00:01:56;dialog;select,fighter,target
7_Video_12;14;00:02:01;00:02:01;interaction;click,end,turn
7_Video_12;14;00:02:01;00:02:02;dialog;information,red,enemy,turn
7_Video_12;14;00:02:02;00:02:30;locationstay;arena,enemy,gameplay
7_Video_12;14;00:02:30;00:02:31;dialog;information,blue,player,turn
7_Video_12;14;00:02:31;00:02:55;locationstay;arena,player,gameplay
7_Video_12;14;00:02:38;00:02:39;dialog;select,fighter,target
7_Video_12;14;00:02:44;00:02:45;dialog;select,fighter,target
7_Video_12;14;00:02:47;00:02:48;dialog;select,fighter,target
7_Video_12;14;00:02:52;00:02:53;dialog;unpayable
7_Video_12;14;00:02:56;00:02:56;interaction;end,turn
7_Video_12;14;00:02:56;00:02:57;dialog;information,red,enemy,turn
7_Video_12;14;00:02:57;00:03:08;locationstay;arena,enemy,gameplay
7_Video_12;14;00:03:08;00:03:09;dialog;information,blue,player,turn
7_Video_12;14;00:03:09;00:03:45;locationstay;arena,player,gameplay
7_Video_12;14;00:03:18;00:03:19;dialog;select,fighter,target
7_Video_12;14;00:03:33;00:03:34;dialog;select,fighter,target
7_Video_12;14;00:03:45;00:03:45;interaction;click,end,turn
7_Video_12;14;00:03:45;00:03:46;dialog;information,red,enemy,turn
7_Video_12;14;00:03:46;00:04:02;locationstay;arena,enemy,gameplay
7_Video_12;14;00:03:48;00:03:48;interaction;click,emoji
7_Video_12;14;00:03:48;00:03:53;dialog;list,emojis
7_Video_12;14;00:04:02;00:04:03;dialog;information,blue,player,turn
7_Video_12;14;00:04:03;00:04:29;locationstay;arena,player,gameplay
7_Video_12;14;00:04:29;00:04:29;interaction;click,end,turn
7_Video_12;14;00:04:29;00:04:30;dialog;information,red,enemy,turn
7_Video_12;14;00:04:30;00:04:42;locationstay;arena,enemy,gameplay
7_Video_12;14;00:04:42;00:04:43;dialog;information,player,turn,blue,plus,energy
7_Video_12;14;00:04:43;00:05:00;locationstay;arena,player,gameplay
7_Video_12;14;00:04:52;00:04:53;dialog;select,fighter,target
7_Video_13;14;00:00:00;00:00:06;locationstay;arena,player,gameplay
7_Video_13;14;00:00:02;00:00:03;dialog;select,fighter,target
7_Video_13;14;00:00:06;00:00:06;interaction;click,end,turn
7_Video_13;14;00:00:06;00:00:08;dialog;information,red,enemy,turn,plus,energy
7_Video_13;14;00:00:08;00:01:01;locationstay;arena,enemy,gameplay
7_Video_13;14;00:00:33;00:00:33;interaction;click,emoji
7_Video_13;14;00:00:33;00:00:34;dialog;list,emojis
7_Video_13;14;00:01:01;00:01:02;dialog;information,player,turn,blue
7_Video_13;14;00:01:02;00:01:18;locationstay;arena,player,gameplay
7_Video_13;14;00:01:18;00:01:20;dialog;information,enemy,turn,red
7_Video_13;14;00:01:20;00:01:30;locationstay;arena,enemy,gameplay
7_Video_13;14;00:01:30;00:01:32;dialog;information,blue,player,turn
7_Video_13;14;00:01:32;00:01:47;locationstay;arena,player,gameplay
7_Video_13;14;00:01:47;00:01:48;dialog;information,red,enemy,turn
7_Video_13;14;00:01:56;00:01:56;interaction;click,emoji
7_Video_13;14;00:01:56;00:02:00;dialog;list,emojis
7_Video_13;14;00:01:48;00:02:14;locationstay;arena,enemy,gameplay
7_Video_13;14;00:02:14;00:02:15;dialog;information,blue,player,turn
7_Video_13;14;00:02:15;00:02:45;locationstay;arena,player,gameplay
7_Video_13;14;00:02:27;00:02:28;dialog;select,fighter,target
7_Video_13;14;00:02:32;00:02:33;dialog;select,fighter,target
7_Video_13;14;00:02:44;00:02:44;interaction;click,end,turn
7_Video_13;14;00:02:45;00:02:46;dialog;information,red,enemy,turn
7_Video_13;14;00:02:46;00:03:08;locationstay;arena,player,gameplay
7_Video_13;14;00:03:08;00:03:13;dialog;defeated,back,to,lobby,retry
7_Video_13;14;00:03:13;00:03:13;interaction;click,craft,new,rune,charm
7_Video_13;14;00:03:13;00:03:16;loadingscreen;load,craft
7_Video_13;14;00:03:16;00:03:34;mainmenu;craft,menu
7_Video_13;14;00:03:22;00:03:22;interaction;click,craft
7_Video_13;14;00:03:22;00:03:25;loadingscreen;load,craft
7_Video_13;14;00:03:25;00:03:29;dialog;craft,rewards
7_Video_13;14;00:03:34;00:03:34;interaction;click,disenchant
7_Video_13;14;00:03:34;00:04:03;mainmenu;disenchant,menu
7_Video_13;14;00:03:52;00:03:52;interaction;click,disenchant
7_Video_13;14;00:03:52;00:03:54;dialog;confirmation
7_Video_13;14;00:03:54;00:03:56;dialog;reward,items
7_Video_13;14;00:03:59;00:03:59;interaction;click,mass,selection
7_Video_13;14;00:03:59;00:04:01;dialog;mass,selection
7_Video_13;14;00:04:03;00:04:05;mainmenu;craft,menu
