Video;Metaverse name;Editor;Time (from);Time (to, optional);Action;Relevant Objects;Description;Unnamed: 8;Unnamed: 9
4_Video_12.mp4;World of Warcraft;4;00:00:44.700000;;A6;Avatar, Entenleichen, Beutefenster;Entenleichen plündern, Beutefenster öffnet und schließt sich;;
4_Video_12.mp4;World of Warcraft;4;00:00:46.500000;;A8;Avatar;Drehung im Stand;;
4_Video_12.mp4;World of Warcraft;4;00:00:46.700000;00:00:59;A1;Avatar;weiterlaufen;;
4_Video_12.mp4;World of Warcraft;4;00:00:53.600000;00:00:56.200000;A2;Avatar, Felswand;gegen eine Felswand laufen;;
4_Video_12.mp4;World of Warcraft;4;00:00:56.200000;;A8;Avatar;Drehung von der Wand weg;;
4_Video_12.mp4;World of Warcraft;4;00:00:59;00:01:00.799000;A9;Avatar, Avatar auf Reittier;stehenbleiben, Reittier beschwören, auf Reittier weiterreiten;;
4_Video_12.mp4;World of Warcraft;4;01:00:07;;A8;Avatar auf Reittier;Drehung im Stand;;
4_Video_13.mp4;World of Warcraft;4;00:00:00;;A1;Avatar;durch die Welt laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:02.799000;00:00:07.500000;A6;Avatar, Laufvogel;Laufvogel angreifen;;
4_Video_13.mp4;World of Warcraft;4;00:00:08;00:00:08.500000;A6;Avatar, Laufvogelleiche, Beutefenster;Laufvogel plündern, Beutefenster öffnet und schließt sich;;
4_Video_13.mp4;World of Warcraft;4;00:00:09.199000;;A6;Avatar, Laufvogelleiche, Beutefenster;Laufvogel kürschnern, Beutefenster öffnet und schließt sich;;
4_Video_13.mp4;World of Warcraft;4;00:00:12.500000;;A8;Avatar;Drehung im Stand;;
4_Video_13.mp4;World of Warcraft;4;00:00:13.199000;00:00:16.100000;A1;Avatar;weiterlaufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:14.500000;;A8;Avatar;seitlich laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:15.099000;00:00:16.100000;A8;Avatar;wieder vorwärts laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:16.100000;00:00:18.899000;A10;Chatfenster;im Gruppenchat schreiben;;
4_Video_13.mp4;World of Warcraft;4;00:00:16.100000;00:00:18.900000;A9;Avatar;stehenbleiben und weiterlaufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:18.899000;00:00:31.600000;A1;Avatar;laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:19.800000;;A8;Avatar;Richtungsanpassung;;
4_Video_13.mp4;World of Warcraft;4;00:00:22.699000;;A8;Avatar;seitlich laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:23.300000;;A8;Avatar;wieder vorwärts laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:25.100000;;A8;Avatar;Richtungsanpassung;;
4_Video_13.mp4;World of Warcraft;4;00:00:30.199000;;A8;Avatar;Richtungsanpassung;;
4_Video_13.mp4;World of Warcraft;4;00:00:31.600000;00:00:36.500000;A6;Avatar, Riesenfrosch;Riesenfrosch angreifen;;
4_Video_13.mp4;World of Warcraft;4;00:00:37.299000;00:00:37.700000;A6;Avatar, Riesenfroschleiche, Beutefenster;Riesenfrosch plündern, Beutefenster öffnet und schließt sich;;
4_Video_13.mp4;World of Warcraft;4;00:00:38.399000;00:00:40.500000;A6;Avatar, Riesenfroschleiche, Beutefenster;Riesenfrosch kürschnern, Beutefenster öffnet und schließt sich;;
4_Video_13.mp4;World of Warcraft;4;00:00:40.200000;00:00:46.600000;A10;Chatfenster;im Gruppenchat schreiben;;
4_Video_13.mp4;World of Warcraft;4;00:00:47.500000;;A8;Avatar;Drehung im Stand;;
4_Video_13.mp4;World of Warcraft;4;00:00:49.799000;00:00:58.200000;A1;Avatar;laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:50.899000;;A8;Avatar;Richtungsanpassung;;
4_Video_13.mp4;World of Warcraft;4;00:00:52;;A2;Avatar, Felswand;gegen Felswand laufen;;
4_Video_13.mp4;World of Warcraft;4;00:00:52.799000;;A8;Avatar;Drehung weg von der Wand;;
4_Video_14.mp4;World of Warcraft;4;00:00:00;00:00:02.299000;A6;Avatar, Pflanze;Versammlungsstein;;
4_Video_14.mp4;World of Warcraft;4;00:00:05.599000;00:00:12.400000;A5;Chatfenster;Einzelchat (Whisper);;
4_Video_14.mp4;World of Warcraft;4;00:00:13.099000;;A8;Avatar;Drehung im Stand;;
4_Video_14.mp4;World of Warcraft;4;00:00:15.800000;00:00:18;A6;Avatar, Riesenfrosch;Riesenfrosch angreifen;;
4_Video_14.mp4;World of Warcraft;4;00:00:18.500000;;A6;Avatar, Riesenfroschleiche, Beutefenster;Riesenfrosch plündern, Beutefenster öffnet und schließt sich;;
4_Video_14.mp4;World of Warcraft;4;00:00:19.899000;00:00:21.800000;A6;Avatar, Riesenfroschleiche, Beutefenster;Riesenfrosch kürschnern, Beutefenster öffnet und schließt sich;;
4_Video_14.mp4;World of Warcraft;4;00:00:20.300000;;A8;Avatar;Drehung im Stand;;
4_Video_14.mp4;World of Warcraft;4;00:00:28;00:00:40;A1;Avatar;laufen;;
4_Video_14.mp4;World of Warcraft;4;00:00:30;;A8;Avatar;seitlich laufen;;
4_Video_14.mp4;World of Warcraft;4;00:00:30.500000;;A8;Avatar;wieder vorwärts laufen;;
4_Video_14.mp4;World of Warcraft;4;00:00:31.100000;;A8;Avatar;Richtungsanpassung;;
4_Video_14.mp4;World of Warcraft;4;00:00:38.600000;;A8;Avatar;seitlich laufen;;
4_Video_14.mp4;World of Warcraft;4;00:00:40;00:00:40.700000;A6;Avatar, Riesenfrosch;Riesenfrosch angreifen;;
4_Video_14.mp4;World of Warcraft;4;00:00:42.299000;;A6;Avatar, Riesenfroschleiche, Beutefenster;Riesenfrosch plündern, Beutefenster öffnet und schließt sich;;
4_Video_14.mp4;World of Warcraft;4;00:00:43.600000;;A6;Avatar, Riesenfroschleiche, Beutefenster;Riesenfrosch kürschnern, Beutefenster öffnet und schließt sich;;
4_Video_14.mp4;World of Warcraft;4;00:00:45.600000;00:00:48.700000;A1;Avatar;laufen;;
4_Video_14.mp4;World of Warcraft;4;00:00:49;;A6;Avatar, Pflanze;Pflanze ernten, Beutefenster öffnet und schließt sich;;
4_Video_15.mp4;World of Warcraft;4;00:00:00;00:00:01.100000;A1;Avatar auf Reittier;ein Stück reiten;;
4_Video_15.mp4;World of Warcraft;4;00:00:03;00:00:11;A7;Avatar, Portal;Teleport mit Stadtportal;;
4_Video_15.mp4;World of Warcraft;4;00:00:12.099000;00:00:17.100000;A1;Avatar;durch ein Gebäude laufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:17.100000;;A8;Avatar;Drehung im Stand;;
4_Video_15.mp4;World of Warcraft;4;00:00:17.699000;00:00:18.699000;A1;Avatar;rückwärts laufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:18.199000;;A4;Avatar, NPC;NPC zuwinken;;
4_Video_15.mp4;World of Warcraft;4;00:19:00;;A8;Avatar;Drehung im Stand;;
4_Video_15.mp4;World of Warcraft;4;00:00:19.600000;00:00:29.899000;A1;Avatar;weiterlaufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:19.899000;00:00:29.899000;A8;Avatar;Richtungsanpassungen beim Laufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:29.899000;00:00:31.500000;A9;Avatar, Avatar auf Reittier;stehenbleiben, Reittier beschwören, auf Reittier weiterreiten;;
4_Video_15.mp4;World of Warcraft;4;00:00:31.500000;00:00:44.299000;A1;Avatar auf Reittier;durch die Welt fliegen;;
4_Video_15.mp4;World of Warcraft;4;00:00:33.500000;00:00:44.299000;A8;Avatar auf Reittier;Richtungsanpassungen beim Fliegen;;
4_Video_15.mp4;World of Warcraft;4;00:00:44.290000;00:00:44.500000;A9;Avatar;landen, kurz stehenbleiben, weiter laufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:44.500000;00:00:49.500000;A1;Avatar;durch die Stadt laufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:45;;A8;Avatar;Richtungsanpassungen beim Laufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:46.399000;;A3;Avatar, Gebäudeeingang;Auktionshaus betreten;;
4_Video_15.mp4;World of Warcraft;4;00:00:51;;A6;Auktionator, Auktionshausfenster;Auktionator ansprechen, Auktionshausfenster öffnet sich;;
4_Video_15.mp4;World of Warcraft;4;00:00:54.600000;;A8;Avatar;Drehung im Stand;;
4_Video_15.mp4;World of Warcraft;4;00:00:55;;A1;Avatar;ein paar Schritte seitlich laufen;;
4_Video_15.mp4;World of Warcraft;4;00:00:56.600000;;A4;Avatar, anderer Spieler, Chatfenster;Emote „tanzen“ mit anderem Spieler;;
4_Video_15.mp4;World of Warcraft;4;00:01:00.100000;;A8;Avatar;Drehung beim Loslaufen;;
4_Video_15.mp4;World of Warcraft;4;00:01:00.100000;00:01:02.600000;A1;Avatar;weiterlaufen;;
4_Video_15.mp4;World of Warcraft;4;00:01:02.600000;00:01:03;A9;Avatar;stehenbleiben und weiterlaufen;;
4_Video_15.mp4;World of Warcraft;4;00:01:03;00:01:04.799000;A1;Avatar;ein Stück seitlich laufen;;
4_Video_15.mp4;World of Warcraft;4;00:01:05.200000;;A6;Avatar, Sitzbank;auf Sitzbank setzen;;
4_Video_16.mp4;World of Warcraft;4;00:00:02.200000;;A6;NPC, Interaktionsfenster;NPC ansprechen, Interaktionsfenster öffnet sich;;
4_Video_16.mp4;World of Warcraft;4;00:00:04.799000;;A6;Interaktionsfenster;Gesprächsoption auswählen, Interaktionsfenster ändert Inhalt;;
4_Video_16.mp4;World of Warcraft;4;00:00:06.400000;;A8;Avatar;Drehung im Stand;;
4_Video_16.mp4;World of Warcraft;4;00:00:08.699000;;A6;Interaktionsfenster;Gesprächsoption auswählen, Interaktionsfenster ändert Inhalt;;
4_Video_16.mp4;World of Warcraft;4;00:00:09.699000;;A8;Avatar;Drehung im Stand;;
4_Video_16.mp4;World of Warcraft;4;00:00:11.699000;;A6;Interaktionsfenster;Gesprächsoption auswählen, Interaktionsfenster ändert Inhalt;;
4_Video_16.mp4;World of Warcraft;4;00:00:13.699000;00:00:25.699000;A1;Avatar;durch die Stadt laufen;;
4_Video_16.mp4;World of Warcraft;4;00:00:14.800000;;A8;Avatar;Richtungsanpassungen;;
4_Video_16.mp4;World of Warcraft;4;00:00:23.899000;;A3;Avatar, Gebäudeeingang;Gebäude betreten;;
4_Video_16.mp4;World of Warcraft;4;00:00:26.899000;;A6;NPC, Handelsfenster, Inventarfenster;NPC ansprechen, Handels- und Inventarfenster öffnen sich;;
4_Video_16.mp4;World of Warcraft;4;00:00:30;;A6;anderer NPC, anderes Handelsfenster, Inventarfenster;NPC ansprechen, Handels- und Inventarfenster öffnen sich;;
4_Video_16.mp4;World of Warcraft;4;00:00:33.299000;;A4;Chatfenster, Avatar, NPC;Emote „Hallo“ zu NPC;;
4_Video_16.mp4;World of Warcraft;4;00:00:35.500000;;A8;Avatar;Drehung im Stand;;
4_Video_16.mp4;World of Warcraft;4;00:00:35.500000;00:00:41.799000;A1;Avatar;weiterlaufen;;
4_Video_16.mp4;World of Warcraft;4;00:00:38.200000;;A8;Avatar;Richtungsanpassungen;;
4_Video_16.mp4;World of Warcraft;4;00:00:42.299000;;A6;Tafel mit Aushängen, Auswahlfenster;Tafel anklicken, Auswahlfenster öffnet sich;;
4_Video_16.mp4;World of Warcraft;4;00:00:46.600000;;A6;NPC, Interaktionsfenster;NPC ansprechen, Interaktionsfenster öffnet sich;;
4_Video_16.mp4;World of Warcraft;4;00:00:47;00:00:47.500000;A1;Avatar;kurz seitlich laufen;;
4_Video_16.mp4;World of Warcraft;4;00:00:49.799000;00:00:51.700000;A8;Avatar;Drehung im Stand;;
4_Video_16.mp4;World of Warcraft;4;00:00:52.200000;00:00:53;A1;Avatar;seitlich laufen;;
4_Video_16.mp4;World of Warcraft;4;00:00:53;00:00:54.100000;A9;Avatar;stehen bleiben und weiterlaufen;;
4_Video_16.mp4;World of Warcraft;4;00:00:54.100000;00:00:58;A1;Avatar;weiterlaufen;;
4_Video_16.mp4;World of Warcraft;4;00:00:55.100000;;A8;Avatar;Richtungsanpassungen;;
4_Video_16.mp4;World of Warcraft;4;00:00:57;;A3;Avatar, Gebäudeeingang;Gebäude betreten;;
4_Video_17.mp4;World of Warcraft;4;00:00:00;00:00:29.899000;A1;Avatar auf Reittier;durch die Stadt reiten;;
4_Video_17.mp4;World of Warcraft;4;00:00:05.400000;;A8;Avatar auf Reittier;Richtungsanpassungen;;
4_Video_17.mp4;World of Warcraft;4;00:00:09.699000;00:00:11.099000;A2;Avatar auf Reittier, Mauer;gegen eine Mauer reiten;;
4_Video_17.mp4;World of Warcraft;4;00:00:12.900000;;A8;Avatar auf Reittier;Richtungsanpassungen;;
4_Video_17.mp4;World of Warcraft;4;00:00:29.900000;00:00:32;A9;Avatar mit Reittier, Avatar, Avatar mit Flugreittier;stehenbleiben, Flugreittier beschwören, weiterfliegen;;
4_Video_17.mp4;World of Warcraft;4;00:00:32;00:00:50;A1;Avatar auf Flugreittier;durch die Gegend fliegen;;
4_Video_17.mp4;World of Warcraft;4;00:00:44.600000;00:00:46.200000;A2;Avatar auf Flugreittier, Geäst;an einem Ast hängenbleiben;;
4_Video_17.mp4;World of Warcraft;4;00:00:46.200000;;A8;Avatar auf Flugreittier;Richtungswechsel in der Luft;;
4_Video_17.mp4;World of Warcraft;4;00:00:51.799000;;A1;Avatar;ohne Reittier ein Stücl laufen;;
4_Video_17.mp4;World of Warcraft;4;00:00:52.700000;;A6;Greifenmeister, Flugkarte;Greifenmeister ansprechen, Flugkarte öffnet sich;;
4_Video_17.mp4;World of Warcraft;4;00:00:55.700000;00:01:21.400000;A6;Flugkarte, Avatar auf „Taxi“-Reittier;Flugpunkt aussuchen, Avatar fliegt los;;
4_Video_17.mp4;World of Warcraft;4;00:01:22.200000;;A8;Avatar;Drehung im Stand;;
4_Video_17.mp4;World of Warcraft;4;00:01:22.799000;00:01:24.500000;A1;Avatar;durch ein Gebäude laufen;;
4_Video_17.mp4;World of Warcraft;4;00:01:24.200000;;A8;Avatar;Drehung ;;
4_Video_17.mp4;World of Warcraft;4;00:01:25.099000;;A6;Fluglehrer, Ausbildungsfenster;Fluglehrer anklicken, Ausbildungsfenster öffnet sich;;
4_Video_18.mp4;World of Warcraft;4;00:00:00.900000;;A4;Chatfenster, Avatar, anderer Avatar;Emote „weinen“ mit anderem Spieler als Ziel;;
4_Video_18.mp4;World of Warcraft;4;00:00:09;00:00:19;A10;Chatfenster;Schreiben im Gruppenchat;;
4_Video_18.mp4;World of Warcraft;4;00:00:19.899000;;A8;Avatar;Drehungen im Stand;;
4_Video_18.mp4;World of Warcraft;4;00:00:41.600000;;A4;Avatar, anderer Avatar;einem anderen Spieler zuwinken;;
4_Video_18.mp4;World of Warcraft;4;00:00:46.600000;00:00:49.100000;A1;Avatar;ein paar Schritte laufen;;
4_Video_18.mp4;World of Warcraft;4;00:00:47.700000;;A8;Avatar;Richtungsanpassung;;
4_Video_18.mp4;World of Warcraft;4;00:00:49.100000;00:00:50.600000;A9;Avatar;stehenbleiben, weiterlaufen;;
4_Video_18.mp4;World of Warcraft;4;00:00:50.600000;00:00:51.500000;A1;Avatar;kurz laufen;;
4_Video_18.mp4;World of Warcraft;4;00:00:51.400000;00:00:53.399000;A9;Avatar, Avatar auf Reittier;stehenbleiben, Reittier beschwören, auf Reittier weiterreiten;;
4_Video_18.mp4;World of Warcraft;4;00:00:53.399000;00:01:06.900000;A1;Avatar auf Reittier;durch die Gegend fliegen;;
4_Video_18.mp4;World of Warcraft;4;00:01:07.599000;00:01:08.299000;A8;Avatar auf Reittier;Drehung im Stand;;
4_Video_18.mp4;World of Warcraft;4;00:01:24;00:01:25;A8;Avatar auf Reittier;Drehung im Stand;;
4_Video_18.mp4;World of Warcraft;4;00:01:25.700000;00:01:28;A1;Avatar auf Reittier;kurz weiterreiten;;
4_Video_18.mp4;World of Warcraft;4;00:01:28.700000;00:02:00.599000;A7;Avatar, Ladebildschirm;Teleport mit Ruhestein;;
4_Video_18.mp4;World of Warcraft;4;00:02:01.500000;;A8;Avatar;Drehung im Stand;;
4_Video_18.mp4;World of Warcraft;4;00:02:01.900000;00:02:09.400000;A1;Avatar;durch die Gegend laufen;;
4_Video_18.mp4;World of Warcraft;4;00:02:02.099000;;A8;Avatar;Richtungsanpassung;;
4_Video_18.mp4;World of Warcraft;4;00:02:07.500000;;A8;Avatar;seitlich ausweichen;;
4_Video_18.mp4;World of Warcraft;4;00:02:10.599000;;A6;Bank-NPC, Handelsfenster, Inventarfenster;Bank-NPC ansprechen, Handels- und Inventarfenster öffnen sich;;
4_Video_18.mp4;World of Warcraft;4;00:02:11.300000;;A8;Avatar;Drehung im Stand;;
4_Video_18.mp4;World of Warcraft;4;00:02:12.400000;;A6;Handelsfenster, Inventarfenster;Reparierfunktion auswählen, Geldbetrag im Inventarfenster ändert sich;;
4_Video_18.mp4;World of Warcraft;4;00:02:13.500000;00:02:14;A1;Avatar;kurz weiterlaufen;;
4_Video_18.mp4;World of Warcraft;4;00:02:14.199000;;A6;Briefkasten, Postfenster;Briefkasten öffnen, Postfenster öffnet sich;;
4_Video_19.mp4;World of Warcraft;4;00:00:01;;A4;Chatfenster, Avatar, anderer Avatar;Emote „verbeugen“ mit anderem Spieler als Ziel;;
4_Video_19.mp4;World of Warcraft;4;00:00:07.099000;;A8;Avatar;Drehung im Stand;;
4_Video_19.mp4;World of Warcraft;4;00:00:13.699000;;A8;Avatar;Drehung im Stand;;
4_Video_19.mp4;World of Warcraft;4;00:00:14.599000;00:00:18.600000;A1;Avatar;durch die Gegend laufen;;
4_Video_19.mp4;World of Warcraft;4;00:00:15.699000;;A8;Avatar;Richtungswechsel;;
4_Video_19.mp4;World of Warcraft;4;00:00:17.100000;;A8;Avatar;Richtungswechsel;;
4_Video_19.mp4;World of Warcraft;4;00:00:18.600000;00:00:20.699000;A9;Avatar;stehen bleiben und weiterlaufen;;
4_Video_19.mp4;World of Warcraft;4;00:00:20.699000;00:00:28;A1;Avatar;durch die Gegend laufen;;
4_Video_19.mp4;World of Warcraft;4;00:00:21.899000;;A8;Avatar;Richtungsanpassungen;;
4_Video_19.mp4;World of Warcraft;4;00:00:28.199000;00:00:36;A6;Avatar, Versammlungsstein, Beschwörungsportal;mit Versammlungsstein interagieren, Beschwörungsportal öffnet sich;;
4_Video_19.mp4;World of Warcraft;4;00:00:36;00:00:39.700000;A1;Avatar;weiterlaufen;;
4_Video_19.mp4;World of Warcraft;4;00:00:37.299000;;A8;Avatar;Richtungswechsel;;
4_Video_19.mp4;World of Warcraft;4;00:00:38.299000;;A8;Avatar;Richtungswechsel;;
4_Video_19.mp4;World of Warcraft;4;00:00:39.700000;;A8;Avatar;abrupte Drehung;;
4_Video_19.mp4;World of Warcraft;4;00:00:39.700000;00:00:44.200000;A9;Avatar;stehen bleiben und weiterlaufen;;
4_Video_19.mp4;World of Warcraft;4;00:00:44.200000;00:00:45.299000;A1;Avatar;durch die Gegend laufen;;
4_Video_19.mp4;World of Warcraft;4;00:00:47.799000;;A8;Avatar;Drehung im Stand;;
4_Video_19.mp4;World of Warcraft;4;00:00:50.100000;;A8;Avatar;Drehung im Stand;;
4_Video_19.mp4;World of Warcraft;4;00:00:51;;A8;Avatar;Drehung im Stand;;
4_Video_19.mp4;World of Warcraft;4;00:00:51.200000;00:00:58.700000;A1;Avatar;durch die Gegend laufen;;
4_Video_19.mp4;World of Warcraft;4;00:00:58.700000;00:01:51.200000;A7;Avatar, Ladebildschirm;Teleport mit Ruhestein;;
4_Video_19.mp4;World of Warcraft;4;00:01:53.900000;00:01:56.799000;A1;Avatar;durch die Gegend laufen;;
4_Video_19.mp4;World of Warcraft;4;00:01:55.099000;;A2;Avatar, Säule;gegen eine Säule laufen;;
4_Video_19.mp4;World of Warcraft;4;00:01:55.900000;;A8;Avatar;Richtungwechsel;;
4_Video_19.mp4;World of Warcraft;4;00:01:56.800000;00:01:57.100000;A9;Avatar;stehenbleiben, drehen, weiterlaufen;;
4_Video_19.mp4;World of Warcraft;4;00:01:56.900000;;A8;Avatar;Drehung im Stand;;
4_Video_19.mp4;World of Warcraft;4;00:01:57.100000;00:02:03.900000;A1;Avatar;weiterlaufen;;
4_Video_19.mp4;World of Warcraft;4;00:01:58.500000;;A8;Avatar;Richtungsanpassungen;;
4_Video_19.mp4;World of Warcraft;4;00:02:01.900000;;A3;Avatar, Gebäudeeingang;Gebäude betreten;;
4_Video_19.mp4;World of Warcraft;4;00:02:05.900000;;A8;Avatar;Drehung im Stand;;
4_Video_19.mp4;World of Warcraft;4;00:02:08;;A1;Avatar;weiterlaufen;;
4_Video_19.mp4;World of Warcraft;4;00:02:08.800000;;A8;Avatar;Richtungsanpassungen;;
4_Video_19.mp4;World of Warcraft;4;00:02:13.500000;;A6;Briefkasten, Postfenster;Briefkasten öffnen, Postfenster öffnet sich;;
4_Video_20.mp4;World of Warcraft;4;00:00:00;00:00:20.500000;A1;Avatar auf Reittier;durch die Gegend fliegen;;
4_Video_20.mp4;World of Warcraft;4;00:00:03.700000;00:00:08.500000;A5;Chatfenster;Einzelchat (Whisper);;
4_Video_20.mp4;World of Warcraft;4;00:00:08.500000;;A8;Avatar auf Reittier;Richtungsanpassungen;;
4_Video_20.mp4;World of Warcraft;4;00:00:11.500000;00:00:13.400000;A5;Chatfenster;Einzelchat (Whisper);;
4_Video_20.mp4;World of Warcraft;4;00:00:16.100000;;A8;Avatar auf Reittier;Kurve im Flug;;
4_Video_20.mp4;World of Warcraft;4;00:00:22.100000;00:00:27.300000;A1;Avatar auf Reittier;durch die Gegend reiten;;
4_Video_20.mp4;World of Warcraft;4;00:00:25.199000;;A2;Avatar auf Reittier, Felsen;gegen einen Felsen reiten;;
4_Video_20.mp4;World of Warcraft;4;00:00:27.300000;;A8;Avatar auf Reittier;Drehung im Stand;;
4_Video_20.mp4;World of Warcraft;4;00:00:28.100000;00:00:31.899000;A1;Avatar auf Reittier;durch die Gegend reiten;;
4_Video_20.mp4;World of Warcraft;4;00:00:30.699000;;A8;Avatar auf Reittier;Richtungsanpassungen;;
4_Video_20.mp4;World of Warcraft;4;00:00:31.900000;00:00:32.500000;A9;Avatar auf Reittier;stehenbleiben, weiterreiten ;;
4_Video_20.mp4;World of Warcraft;4;00:00:32.500000;00:00:48.299000;A1;Avatar auf Reittier;durch die Gegend reiten bzw. fliegen;;
4_Video_20.mp4;World of Warcraft;4;00:00:34.899000;;A8;Avatar auf Reittier;Richtungsanpassungen;;
4_Video_20.mp4;World of Warcraft;4;00:00:50.100000;00:00:55;A10;Chatfenster;Schreiben im Gruppenchat;;
