Video;Metaverse name;Editor;Time (from);Time (to, optional);Action;Relevant Objects;Description
9_Video_8.mp4;Second Life;9;04:42:00;04:47:00;A1;avatar;walking through the virtual world
9_Video_8.mp4;Second Life;9;04:47:00;04:49:00;A8;avatar;changing direction
9_Video_8.mp4;Second Life;9;04:49:00;04:54:00;A1;avatar;walking through the virtual world
9_Video_8.mp4;Second Life;9;04:54:00;04:57:00;A9;avatar;standing
9_Video_9.mp4;Second Life;9;00:00:00;00:03:00;A9;avatar;standing
9_Video_9.mp4;Second Life;9;00:03:00;00:22:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;00:22:00;00:24:00;A6;avatar;reading information
9_Video_9.mp4;Second Life;9;00:24:00;00:27:00;A8;avatar;changing direction
9_Video_9.mp4;Second Life;9;00:27:00;00:39:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;00:39:00;00:41:00;A3;avatar;entering a building
9_Video_9.mp4;Second Life;9;00:41:00;00:43:00;A9;avatar, building;standing
9_Video_9.mp4;Second Life;9;00:43:00;00:51:00;A6;avatar, building;looking at a picture
9_Video_9.mp4;Second Life;9;00:51:00;00:54:00;A6;user, system;interacting with the system
9_Video_9.mp4;Second Life;9;00:54:00;01:00:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:00:00;01:07:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:07:00;01:12:00;A2;avatar, building, wall;walking into a wall
9_Video_9.mp4;Second Life;9;01:12:00;01:15:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:15:00;01:18:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:18:00;01:18:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:18:00;01:21:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:21:00;01:29:00;A9;avatar, building;standing
9_Video_9.mp4;Second Life;9;01:29:00;01:29:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:29:00;01:32:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:32:00;01:34:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:34:00;01:37:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:37:00;01:37:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:37:00;01:41:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:41:00;01:41:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:41:00;01:44:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:44:00;01:44:00;A8;avatar, building;changing direction
9_Video_9.mp4;Second Life;9;01:44:00;01:51:00;A1;avatar, building;walking through a building
9_Video_9.mp4;Second Life;9;01:51:00;01:51:00;A9;avatar, building;standing
9_Video_9.mp4;Second Life;9;01:51:00;01:55:00;A6;avatar, building;looking at a picture
9_Video_9.mp4;Second Life;9;01:55:00;01:55:00;A3;avatar;leaving a building
9_Video_9.mp4;Second Life;9;01:55:00;02:04:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;02:04:00;02:04:00;A8;avatar;changing direction
9_Video_9.mp4;Second Life;9;02:04:00;02:12:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;02:12:00;02:22:00;A9;avatar;standing
9_Video_9.mp4;Second Life;9;02:22:00;02:22:00;A6;avatar;entering a bus
9_Video_9.mp4;Second Life;9;02:22:00;02:41:00;A6;user, system;interacting with the system
9_Video_9.mp4;Second Life;9;02:41:00;02:41:00;A6;avatar;leaving a bus
9_Video_9.mp4;Second Life;9;02:41:00;03:43:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;03:43:00;03:50:00;A9;avatar;standing
9_Video_9.mp4;Second Life;9;03:50:00;03:53:00;A6;user, system;interacting with the system
9_Video_9.mp4;Second Life;9;03:53:00;03:58:00;A6;user, system;interacting with the system
9_Video_9.mp4;Second Life;9;03:58:00;04:01:00;A6;user, system;interacting with the system
9_Video_9.mp4;Second Life;9;04:01:00;04:05:00;A7;avatar;teleporting to another place
9_Video_9.mp4;Second Life;9;04:05:00;04:21:00;A9;avatar;standing
9_Video_9.mp4;Second Life;9;04:21:00;04:25:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;04:25:00;04:30:00;A9;avatar;stay and go ahead
9_Video_9.mp4;Second Life;9;04:30:00;04:40:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;04:40:00;04:41:00;A8;avatar;changing direction
9_Video_9.mp4;Second Life;9;04:41:00;04:58:00;A1;avatar;walking through the virtual world
9_Video_9.mp4;Second Life;9;04:58:00;04:58:00;A8;avatar;changing direction
9_Video_9.mp4;Second Life;9;04:58:00;05:00:00;A1;avatar;walking through the virtual world
9_Video_10.mp4;Second Life;9;00:00:00;00:04:00;A9;avatar;standing
9_Video_10.mp4;Second Life;9;00:04:00;00:06:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;00:06:00;00:15:00;A1;avatar;walking through the virtual world
9_Video_10.mp4;Second Life;9;00:15:00;00:17:00;A8;avatar;changing direction
9_Video_10.mp4;Second Life;9;00:17:00;00:19:00;A1;avatar;walking through the virtual world
9_Video_10.mp4;Second Life;9;00:19:00;00:20:00;A9;avatar;standing
9_Video_10.mp4;Second Life;9;00:20:00;00:24:00;A8;avatar;changing direction
9_Video_10.mp4;Second Life;9;00:24:00;00:26:00;A2;avatar, obstacle;walking into an obstacle
9_Video_10.mp4;Second Life;9;00:26:00;00:34:00;A8;avatar, obstacle;walking around an obstacle
9_Video_10.mp4;Second Life;9;00:34:00;00:54:00;A1;avatar;walking through the virtual world
9_Video_10.mp4;Second Life;9;00:54:00;01:00:00;A9;avatar;standing
9_Video_10.mp4;Second Life;9;01:00:00;01:07:00;A1;avatar;walking through the virtual world
9_Video_10.mp4;Second Life;9;01:07:00;01:11:00;A9;avatar;standing
9_Video_10.mp4;Second Life;9;01:11:00;01:16:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;01:16:00;01:19:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;01:19:00;01:43:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;01:43:00;01:45:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;01:45:00;01:55:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;01:55:00;02:26:00;A10;avatar;chatting with anyone
9_Video_10.mp4;Second Life;9;02:26:00;02:29:00;A8;avatar;changing direction
9_Video_10.mp4;Second Life;9;02:29:00;02:37:00;A1;avatar;walking through the virtual world
9_Video_10.mp4;Second Life;9;02:37:00;02:43:00;A9;avatar;standing
9_Video_10.mp4;Second Life;9;02:43:00;03:03:00;A10;user, system;chatting with the system
9_Video_10.mp4;Second Life;9;03:03:00;03:05:00;A8;avatar;changing direction
9_Video_10.mp4;Second Life;9;03:05:00;03:08:00;A3;avatar, building;entering a building
9_Video_10.mp4;Second Life;9;03:08:00;03:11:00;A8;avatar, building;changing direction
9_Video_10.mp4;Second Life;9;03:11:00;03:13:00;A1;avatar, building;walking through a building
9_Video_10.mp4;Second Life;9;03:13:00;03:14:00;A8;avatar, building;changing direction
9_Video_10.mp4;Second Life;9;03:14:00;03:17:00;A1;avatar, building;walking through a building
9_Video_10.mp4;Second Life;9;03:17:00;03:21:00;A9;avatar, building;standing
9_Video_10.mp4;Second Life;9;03:21:00;03:21:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;03:21:00;03:27:00;A9;avatar, building;standing
9_Video_10.mp4;Second Life;9;03:27:00;03:27:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;03:27:00;03:31:00;A8;avatar, building;changing direction
9_Video_10.mp4;Second Life;9;03:31:00;03:34:00;A1;avatar, building;walking through a building
9_Video_10.mp4;Second Life;9;03:34:00;03:35:00;A8;avatar, building;changing direction
9_Video_10.mp4;Second Life;9;03:35:00;03:48:00;A1;avatar, building, table;walking around a table
9_Video_10.mp4;Second Life;9;03:48:00;03:51:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;03:51:00;04:02:00;A6;avatar, building, chair;sitting on a chair
9_Video_10.mp4;Second Life;9;04:02:00;04:24:00;A6;user, system;interacting with the system
9_Video_10.mp4;Second Life;9;04:24:00;04:26:00;A6;avatar, building, chair;standing up from the chair
9_Video_10.mp4;Second Life;9;04:26:00;04:31:00;A1;avatar, building;walking through a building
9_Video_10.mp4;Second Life;9;04:31:00;04:31:00;A8;avatar, building;changing direction
9_Video_10.mp4;Second Life;9;04:31:00;04:33:00;A1;avatar, building;walking through a building
9_Video_10.mp4;Second Life;9;04:33:00;04:45:00;A9;avatar, building;standing
9_Video_10.mp4;Second Life;9;04:45:00;05:00:00;A10;avatar;chatting with anyone
9_Video_11.mp4;Second Life;9;00:00:00;00:06:00;A9;avatar, building;standing
9_Video_11.mp4;Second Life;9;00:06:00;00:28:00;A6;user, system;interacting with the system
9_Video_11.mp4;Second Life;9;00:28:00;00:33:00;A7;avatar;teleporting to another place
9_Video_11.mp4;Second Life;9;00:33:00;00:34:00;A6;user, system;interacting with the system
9_Video_11.mp4;Second Life;9;00:34:00;00:50:00;A9;avatar;standing
9_Video_11.mp4;Second Life;9;00:50:00;01:21:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;01:21:00;01:21:00;A2;avatar;stepping on a glass floor
9_Video_11.mp4;Second Life;9;01:21:00;01:25:00;A9;avatar;stay and go ahead
9_Video_11.mp4;Second Life;9;01:25:00;01:28:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;01:28:00;01:29:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;01:29:00;01:34:00;A9;avatar;standing
9_Video_11.mp4;Second Life;9;01:34:00;01:38:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;01:38:00;01:50:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;01:50:00;02:01:00;A9;avatar;stay and go ahead
9_Video_11.mp4;Second Life;9;02:01:00;02:05:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;02:05:00;02:11:00;A9;avatar;standing
9_Video_11.mp4;Second Life;9;02:11:00;02:16:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;02:16:00;02:27:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;02:27:00;02:28:00;A9;avatar;standing
9_Video_11.mp4;Second Life;9;02:28:00;02:28:00;A6;user, system;interacting with the system
9_Video_11.mp4;Second Life;9;02:28:00;02:32:00;A9;avatar;standing
9_Video_11.mp4;Second Life;9;02:32:00;02:35:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;02:35:00;02:35:00;A9;avatar;standing
9_Video_11.mp4;Second Life;9;02:35:00;02:38:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;02:38:00;02:58:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;02:58:00;03:05:00;A9;avatar;stay and go ahead
9_Video_11.mp4;Second Life;9;03:05:00;03:13:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;03:13:00;03:15:00;A9;avatar;stay and go ahead
9_Video_11.mp4;Second Life;9;03:15:00;03:18:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;03:18:00;03:20:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;03:20:00;03:24:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;03:24:00;03:26:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;03:26:00;03:35:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;03:35:00;03:44:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;03:44:00;04:10:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;04:10:00;04:10:00;A9;avatar;standing
9_Video_11.mp4;Second Life;9;04:10:00;04:14:00;A8;avatar;changing direction
9_Video_11.mp4;Second Life;9;04:14:00;04:27:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;04:27:00;04:29:00;A9;avatar;stay and go ahead
9_Video_11.mp4;Second Life;9;04:29:00;04:42:00;A1;avatar;walking through the virtual world
9_Video_11.mp4;Second Life;9;04:42:00;04:44:00;A9;avatar;stay and go ahead
9_Video_11.mp4;Second Life;9;04:44:00;04:43:00;A1;avatar;walking through the virtual world
9_Video_12.mp4;Second Life;9;00:00:00;00:04:00;A9;avatar;standing
9_Video_12.mp4;Second Life;9;00:04:00;00:06:00;A1;avatar;walking through the virtual world
9_Video_12.mp4;Second Life;9;00:06:00;00:08:00;A8;avatar;changing direction
9_Video_12.mp4;Second Life;9;00:08:00;00:09:00;A3;avatar, building;entering a building
9_Video_12.mp4;Second Life;9;00:09:00;00:13:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;00:13:00;00:15:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;00:15:00;00:29:00;A8;avatar, building, stairs;going up a flight of stairs
9_Video_12.mp4;Second Life;9;00:29:00;00:44:00;A9;avatar, building;standing
9_Video_12.mp4;Second Life;9;00:44:00;01:01:00;A6;user, system;interacting with the system
9_Video_12.mp4;Second Life;9;01:01:00;01:11:00;A10;user, system;chatting with the system
9_Video_12.mp4;Second Life;9;01:11:00;01:17:00;A9;avatar, building;standing
9_Video_12.mp4;Second Life;9;01:17:00;01:19:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;01:19:00;01:24:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;01:24:00;01:24:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;01:24:00;01:29:00;A9;avatar, building;standing
9_Video_12.mp4;Second Life;9;01:29:00;01:33:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;01:33:00;01:37:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;01:37:00;01:38:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;01:38:00;01:39:00;A9;avatar, building;standing
9_Video_12.mp4;Second Life;9;01:39:00;01:42:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;01:42:00;01:42:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;01:42:00;01:44:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;01:44:00;01:47:00;A8;avatar, building, stairs;going down a flight of stairs
9_Video_12.mp4;Second Life;9;01:47:00;01:55:00;A2;avatar, building, wall;walking into a wall
9_Video_12.mp4;Second Life;9;01:55:00;01:55:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;01:55:00;02:01:00;A8;avatar, building, stairs;going down a flight of stairs
9_Video_12.mp4;Second Life;9;02:01:00;02:07:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;02:07:00;02:14:00;A9;avatar, building;standing
9_Video_12.mp4;Second Life;9;02:14:00;03:13:00;A10;user, system;chatting with the system
9_Video_12.mp4;Second Life;9;03:13:00;03:15:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;03:15:00;03:18:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;03:18:00;03:33:00;A9;avatar, building;standing
9_Video_12.mp4;Second Life;9;03:33:00;03:34:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;03:34:00;03:39:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;03:39:00;03:59:00;A1;avatar, building;walking around some props in a building
9_Video_12.mp4;Second Life;9;03:59:00;04:00:00;A6;user, system;interacting with the system
9_Video_12.mp4;Second Life;9;04:00:00;04:03:00;A6;avatar, building, driving simulator;sitting down in a driving simulator
9_Video_12.mp4;Second Life;9;04:03:00;04:17:00;A6;user, driving simulator;interacting with a driving simulator
9_Video_12.mp4;Second Life;9;04:17:00;04:23:00;A6;user, system;interacting with the system
9_Video_12.mp4;Second Life;9;04:23:00;04:29:00;A6;avatar, building, driving simulator;standing up from a driving simulator
9_Video_12.mp4;Second Life;9;04:29:00;04:30:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;04:30:00;04:32:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;04:32:00;04:34:00;A9;avatar, building;stay and go ahead
9_Video_12.mp4;Second Life;9;04:34:00;04:37:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;04:37:00;04:39:00;A8;avatar, building;changing direction
9_Video_12.mp4;Second Life;9;04:39:00;04:45:00;A1;avatar, building;walking through a building
9_Video_12.mp4;Second Life;9;04:45:00;04:46:00;A3;avatar, building;leaving a building
9_Video_12.mp4;Second Life;9;04:46:00;04:47:00;A8;avatar;changing direction
9_Video_12.mp4;Second Life;9;04:47:00;04:52:00;A1;avatar;walking through a building
9_Video_12.mp4;Second Life;9;04:52:00;04:58:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;00:00:00;00:04:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;00:04:00;00:10:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;00:10:00;00:14:00;A6;user, system;interacting with the system
9_Video_13.mp4;Second Life;9;00:14:00;00:24:00;A6;avatar, chair;sitting down on a chair
9_Video_13.mp4;Second Life;9;00:24:00;00:27:00;A6;user, system;interacting with the system
9_Video_13.mp4;Second Life;9;00:27:00;00:55:00;A6;user, system;interacting with the system
9_Video_13.mp4;Second Life;9;00:55:00;01:01:00;A7;avatar;teleporting to another place
9_Video_13.mp4;Second Life;9;01:01:00;01:02:00;A6;user, system;interacting with the system
9_Video_13.mp4;Second Life;9;01:02:00;01:32:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;01:32:00;01:37:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;01:37:00;01:41:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;01:41:00;01:42:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;01:42:00;01:44:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;01:44:00;01:52:00;A6;user, system;interacting with the system
9_Video_13.mp4;Second Life;9;01:52:00;01:52:00;A6;user, system;interacting with the system
9_Video_13.mp4;Second Life;9;01:52:00;02:02:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;02:02:00;02:07:00;A8;avatar;changing direction
9_Video_13.mp4;Second Life;9;02:07:00;02:12:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;02:12:00;02:16:00;A8;avatar;changing direction
9_Video_13.mp4;Second Life;9;02:16:00;02:19:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;02:19:00;02:21:00;A2;avatar, stairs;stepping on stairs
9_Video_13.mp4;Second Life;9;02:21:00;02:25:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;02:25:00;02:28:00;A9;avatar;stay and go ahead
9_Video_13.mp4;Second Life;9;02:28:00;02:30:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;02:30:00;02:38:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;02:38:00;03:38:00;A10;avatar;chatting with anyone
9_Video_13.mp4;Second Life;9;03:38:00;03:43:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;03:43:00;03:52:00;A2;avatar, stairs;stepping on stairs
9_Video_13.mp4;Second Life;9;03:52:00;04:02:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;04:02:00;04:10:00;A2;avatar, stairs;stepping on stairs
9_Video_13.mp4;Second Life;9;04:10:00;04:17:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;04:17:00;04:23:00;A2;avatar, stairs;stepping on stairs
9_Video_13.mp4;Second Life;9;04:23:00;04:24:00;A1;avatar, stairs;falling from stairs
9_Video_13.mp4;Second Life;9;04:24:00;04:33:00;A9;avatar;standing
9_Video_13.mp4;Second Life;9;04:33:00;04:36:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;04:36:00;04:38:00;A9;avatar;stay and go ahead
9_Video_13.mp4;Second Life;9;04:38:00;04:46:00;A1;avatar;walking through the virtual world
9_Video_13.mp4;Second Life;9;04:46:00;05:00:00;A9;avatar;standing
9_Video_14.mp4;Second Life;9;00:00:00;00:04:00;A9;avatar;standing
9_Video_14.mp4;Second Life;9;00:04:00;00:07:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;00:07:00;00:09:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;00:09:00;00:24:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;00:24:00;00:33:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;00:33:00;00:46:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;00:46:00;01:01:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;01:01:00;01:06:00;A7;avatar;teleporting to another place
9_Video_14.mp4;Second Life;9;01:06:00;01:11:00;A9;avatar;standing
9_Video_14.mp4;Second Life;9;01:11:00;01:11:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;01:11:00;01:28:00;A9;avatar;standing
9_Video_14.mp4;Second Life;9;01:28:00;01:34:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;01:34:00;02:03:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;02:03:00;02:13:00;A6;user, system;interacting with the system
9_Video_14.mp4;Second Life;9;02:13:00;02:20:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;02:20:00;02:22:00;A9;avatar;stay and go ahead
9_Video_14.mp4;Second Life;9;02:22:00;02:25:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;02:25:00;02:25:00;A9;avatar;stay and go ahead
9_Video_14.mp4;Second Life;9;02:25:00;02:33:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;02:33:00;02:36:00;A8;avatar;changing direction
9_Video_14.mp4;Second Life;9;02:36:00;03:05:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;03:05:00;03:06:00;A8;avatar;changing direction
9_Video_14.mp4;Second Life;9;03:06:00;03:10:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;03:10:00;03:11:00;A2;avatar, sidewalk;walking from the street onto a sidewalk
9_Video_14.mp4;Second Life;9;03:11:00;03:14:00;A2;avatar, stairs;stepping on stairs
9_Video_14.mp4;Second Life;9;03:14:00;03:14:00;A3;avatar, building;entering a building
9_Video_14.mp4;Second Life;9;03:14:00;03:20:00;A1;avatar, building;walking through a building
9_Video_14.mp4;Second Life;9;03:20:00;03:23:00;A9;avatar, building;standing
9_Video_14.mp4;Second Life;9;03:23:00;03:33:00;A8;avatar, building;changing direction
9_Video_14.mp4;Second Life;9;03:33:00;03:34:00;A1;avatar, building;walking through a building
9_Video_14.mp4;Second Life;9;03:34:00;03:36:00;A8;avatar, building;changing direction
9_Video_14.mp4;Second Life;9;03:36:00;03:39:00;A1;avatar, building;walking through a building
9_Video_14.mp4;Second Life;9;03:39:00;03:49:00;A8;avatar, building;changing direction
9_Video_14.mp4;Second Life;9;03:49:00;03:52:00;A1;avatar, building;walking through a building
9_Video_14.mp4;Second Life;9;03:52:00;03:55:00;A8;avatar, building;changing direction
9_Video_14.mp4;Second Life;9;03:55:00;04:01:00;A1;avatar, building;walking through a building
9_Video_14.mp4;Second Life;9;04:01:00;04:01:00;A3;avatar, building;leaving a building
9_Video_14.mp4;Second Life;9;04:01:00;04:13:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;04:13:00;04:14:00;A8;avatar;changing direction
9_Video_14.mp4;Second Life;9;04:14:00;04:18:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;04:18:00;04:23:00;A9;avatar;standing
9_Video_14.mp4;Second Life;9;04:23:00;04:25:00;A8;avatar;changing direction
9_Video_14.mp4;Second Life;9;04:25:00;04:39:00;A1;avatar;walking through the virtual world
9_Video_14.mp4;Second Life;9;04:39:00;04:41:00;A8;avatar;changing direction
9_Video_14.mp4;Second Life;9;04:41:00;04:54:00;A9;avatar;standing
9_Video_15.mp4;Second Life;9;00:00:00;00:03:00;A9;avatar;standing
9_Video_15.mp4;Second Life;9;00:03:00;00:07:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:07:00;00:19:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:19:00;00:21:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:21:00;00:25:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:25:00;00:26:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:26:00;00:26:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:26:00;00:28:00;A4;avatar;waving
9_Video_15.mp4;Second Life;9;00:28:00;00:30:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:30:00;00:38:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:38:00;00:43:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:43:00;00:44:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:44:00;00:46:00;A4;avatar;waving
9_Video_15.mp4;Second Life;9;00:46:00;00:50:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:50:00;00:59:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;00:59:00;01:07:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;01:07:00;01:11:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;01:11:00;01:23:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;01:23:00;01:27:00;A7;avatar;teleporting to another place
9_Video_15.mp4;Second Life;9;01:27:00;01:30:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;01:30:00;01:34:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;01:34:00;01:37:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;01:37:00;01:41:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;01:41:00;01:43:00;A9;avatar;standing
9_Video_15.mp4;Second Life;9;01:43:00;01:47:00;A1;avatar;walking through the virtual world
9_Video_15.mp4;Second Life;9;01:47:00;01:47:00;A9;avatar;stay and go ahead
9_Video_15.mp4;Second Life;9;01:47:00;01:59:00;A1;avatar;walking through the virtual world
9_Video_15.mp4;Second Life;9;01:59:00;02:00:00;A9;avatar;stay and go ahead
9_Video_15.mp4;Second Life;9;02:00:00;02:18:00;A1;avatar;walking through the virtual world
9_Video_15.mp4;Second Life;9;02:18:00;02:22:00;A9;avatar;standing
9_Video_15.mp4;Second Life;9;02:22:00;02:23:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;02:23:00;02:29:00;A5;avatar;communicate with another avatar
9_Video_15.mp4;Second Life;9;02:29:00;02:29:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;02:29:00;02:33:00;A9;avatar;standing
9_Video_15.mp4;Second Life;9;02:33:00;02:39:00;A1;avatar;walking through the virtual world
9_Video_15.mp4;Second Life;9;02:39:00;02:53:00;A9;avatar;standing
9_Video_15.mp4;Second Life;9;02:53:00;02:58:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;02:58:00;03:01:00;A6;user, system;interacting with the system
9_Video_15.mp4;Second Life;9;03:01:00;03:18:00;A1;avatar;walking through the virtual world
