Video;Metaverse name;Editor;Timestamp (from);Timestamp (to);Action;Relevant Objects;Description
11_Video_15;Minecraft;11;00:33:00;;A4;avatar;other avatar using emote to point to building
11_Video_15;Minecraft;11;00:35:00;;A1;avatar;walking wackwards
11_Video_15;Minecraft;11;00:37:00;;A4;avatar;other avatar using emote to point to building
11_Video_15;Minecraft;11;00:38:00;;A1;avatar;walking closer to building
11_Video_16;Minecraft;11;00:00:00;;A6;avatar, blocks;mining blocks
11_Video_16;Minecraft;11;00:05:00;;A1;avatar;moving to collect blocks
11_Video_16;Minecraft;11;00:09:00;00:17:00;A10;avatar, chat;opening and typing in chat
11_Video_16;Minecraft;11;00:18:00;;A1;avatar;moving closer to mine blocks
11_Video_16;Minecraft;11;00:18:00;00:23:00;A6;avatar, blocks;mining blocks
11_Video_16;Minecraft;11;00:20:00;;A10;avatar, chat;chat message pops up
11_Video_16;Minecraft;11;00:23:00;;A8;avatar;turning to collect blocks
11_Video_16;Minecraft;11;00:23:00;;A1;avatar;walking to collect blocks
11_Video_16;Minecraft;11;00:25:00;;A8;avatar;turning around
11_Video_16;Minecraft;11;00:26:00;;A2;avatar, blocks;walking into blocks
11_Video_16;Minecraft;11;00:26:00;;A8;avatar;turning around
11_Video_16;Minecraft;11;00:26:00;;A1;avatar;walking to collect blocks
11_Video_16;Minecraft;11;00:27:00;;A2;avatar, blocks;walking into blocks
11_Video_16;Minecraft;11;00:27:00;;A8;avatar;turning around
11_Video_16;Minecraft;11;00:30:00;;A1;avatar;walking through world
11_Video_17;Minecraft;11;00:01:00;00:06:00;A6;avatar, chest, inventory;moving items from chest to inventory
11_Video_17;Minecraft;11;00:06:00;;A8;avatar;turning around
11_Video_17;Minecraft;11;00:07:00;;A1;avatar;walking through mineshaft
11_Video_17;Minecraft;11;00:11:00;00:17:00;A6;avatar, chest, inventory;moving items from chest to inventory
11_Video_17;Minecraft;11;00:17:00;;A8;avatar;turning around
11_Video_17;Minecraft;11;00:18:00;;A1;avatar;walking through mine
11_Video_17;Minecraft;11;00:20:00;;A8;avatar;changing direction
11_Video_17;Minecraft;11;00:21:00;;A1;avatar;leaving mine
11_Video_17;Minecraft;11;00:23:00;;A8;avatar;changing direction
11_Video_17;Minecraft;11;00:24:00;;A8;avatar;changing direction
11_Video_17;Minecraft;11;00:24:00;;A1;avatar, building;walking to other avatar/building
11_Video_17;Minecraft;11;00:28:00;;A4;avatar;other avatar is waving
11_Video_17;Minecraft;11;00:31:00;;A8;avatar;turning around
11_Video_17;Minecraft;11;00:31:00;00:35:00;A6;avatar, chest, inventory;moving objects from chest to inventory
11_Video_17;Minecraft;11;00:35:00;;A8;avatar;turning around
11_Video_17;Minecraft;11;00:36:00;;A1;avatar;walking through mineshaft
11_Video_17;Minecraft;11;00:43:00;;A8;avatar;turning around
11_Video_17;Minecraft;11;00:44:00;;A6;avatar, blocks;mining blocks
11_Video_17;Minecraft;11;00:51:00;;A1;avatar;moving down the blocks
11_Video_17;Minecraft;11;00:52:00;;A8;avatar;turning around
11_Video_17;Minecraft;11;00:54:00;;A8;avatar;turning around
11_Video_17;Minecraft;11;00:59:00;;A1;avatar;moving forward to collect items
11_Video_17;Minecraft;11;01:01:00;;A6;avatar, torch;placing torch on wall
11_Video_17;Minecraft;11;01:07:00;;A1;avatar;walking through mineshaft
11_Video_17;Minecraft;11;01:08:00;;A9;avatar;stops, then keeps walking
11_Video_18;Minecraft;11;00:00:00;00:22:00;A6 ;avatar, ice;breaking ice
11_Video_18;Minecraft;11;00:02:00;00:23:00;A1;avatar;walking and stopping in between to collect ice
11_Video_18;Minecraft;11;00:23:00;;A8;avatar;turning around
11_Video_18;Minecraft;11;00:23:00;;A10;avatar, chat;chat message pops up
11_Video_18;Minecraft;11;00:24:00;00:26:00;A6;avatar, ice;breaking ice
11_Video_18;Minecraft;11;00:26:00;;A1;avatar;walking to collect ice
11_Video_18;Minecraft;11;00:29:00;00:31:00;A10;avatar, chat;typing in chat
11_Video_18;Minecraft;11;00:31:00;00:36:00;A6;avatar, ice;breaking ice
11_Video_18;Minecraft;11;00:37:00;;A1;avatar;leaving ice cave
11_Video_18;Minecraft;11;00:40:00;;A8;avatar;changing direction
11_Video_18;Minecraft;11;00:40:00;00:45:00;A4;avatar;other avatar jumping to draw attention
11_Video_18;Minecraft;11;00:41:00;;A1;avatar, boat;walking to avatar and boat
11_Video_18;Minecraft;11;00:52:00;;A6;avatar, boat;getting on the boat
11_Video_19;Minecraft;11;00:01:00;;A1;avatar, mangrove forest;walking through mangrove forest
11_Video_19;Minecraft;11;00:06:00;;A2;avatar, tree;walking into tree
11_Video_19;Minecraft;11;00:07:00;;A1;avatar;walking out of mangrove forest
11_Video_19;Minecraft;11;00:18:00;;A7;avatar;teleporting with ender eye
11_Video_19;Minecraft;11;00:19:00;;A1;avatar;walking through village
11_Video_19;Minecraft;11;00:28:00;;A8;avatar;changing direction
11_Video_19;Minecraft;11;00:28:00;;A1;avatar, building;walking to building
11_Video_19;Minecraft;11;00:30:00;;A6;avatar, door;opening door
11_Video_19;Minecraft;11;00:31:00;;A3;avatar, building;entering building
11_Video_19;Minecraft;11;00:31:00;;A8;avatar;turning around
11_Video_19;Minecraft;11;00:31:00;;A6;avatar, door;closing door
11_Video_19;Minecraft;11;00:32:00;;A8;avatar;turning around
11_Video_19;Minecraft;11;00:33:00;;A8;avatar;turning around
11_Video_19;Minecraft;11;00:34:00;;A6;avatar, door;opening door
11_Video_19;Minecraft;11;00:34:00;;A1;avatar;leaving building
11_Video_19;Minecraft;11;00:35:00;;A8;avatar;turning around
11_Video_19;Minecraft;11;00:36:00;;A6;avatar, door;closing door
11_Video_19;Minecraft;11;00:36:00;;A8;avatar;turning around
11_Video_19;Minecraft;11;00:37:00;;A1;avatar;walking to other house
11_Video_19;Minecraft;11;00:39:00;;A8;avatar;changing direction
11_Video_20;Minecraft;11;00:02:00;;A4;avatar;other avatar drawing attention using emotes
11_Video_20;Minecraft;11;00:12:00;00:14:00;A10;avatar, chat;typing in chat
11_Video_20;Minecraft;11;00:15:00;;A8;avatar;turning around
11_Video_20;Minecraft;11;00:16:00;;A1;avatar;walking on ice
11_Video_20;Minecraft;11;00:24:00;;A8;avatar;changing direction
11_Video_20;Minecraft;11;00:30:00;;A3;avatar, igloo;entering igloo
11_Video_20;Minecraft;11;00:31:00;;A8;avatar;turning around
11_Video_20;Minecraft;11;00:32:00;00:35:00;A6;avatar, furnace, inventory;moving salmon from inventory to furnace
11_Video_20;Minecraft;11;00:37:00;;A8;avatar;turning around
11_Video_20;Minecraft;11;00:38:00;;A1;avatar;leaving igloo and walking through world
