Video;Metaverse name;Editor;Timestamp (from);Timestamp (to, optional);Action;Relevant Objects;Description
10_Video_15.mp4;Fortnite;10;00:00:32;00:00:38;A7;avatar;teleport
10_Video_16.mp4;Fortnite;10;00:00:00;00:00:03;A1;avatar, motorcycle;running towards vehicle
10_Video_16.mp4;Fortnite;10;00:00:03;;A6;avatar, motorcycle;entering vehicle
10_Video_16.mp4;Fortnite;10;00:00:04;00:00:11;A1;avatar, motorcycle;moving in a vehicle
10_Video_16.mp4;Fortnite;10;00:00:11;;A2;avatar, motorcycle;moving through obstacle
10_Video_16.mp4;Fortnite;10;00:00:11;00:00:23;A1;avatar, motorcycle;moving in a vehicle
10_Video_16.mp4;Fortnite;10;00:00:23;00:00:25;A8;avatar, motorcycle;change direction
10_Video_16.mp4;Fortnite;10;00:00:25;00:00:30;A1;avatar, motorcycle;moving in a vehicle
10_Video_16.mp4;Fortnite;10;00:00:30;00:00:31;A2;avatar, motorcycle;blocked by obstacle
10_Video_16.mp4;Fortnite;10;00:00:31;00:00:35;A1;avatar, motorcycle;moving in a vehicle
10_Video_16.mp4;Fortnite;10;00:00:35;00:00:36;A2;avatar, motorcycle;blocked by obstacle
10_Video_16.mp4;Fortnite;10;00:00:36;;A6;avatar, motorcycle;exiting vehicle
10_Video_16.mp4;Fortnite;10;00:00:36;00:00:40;A2;avatar, motorcycle;blocked by obstacle
10_Video_16.mp4;Fortnite;10;00:00:40;00:00:55;A1;avatar;running through the virtual world
10_Video_16.mp4;Fortnite;10;00:00:55;;A8;avatar;change direction
10_Video_16.mp4;Fortnite;10;00:00:55;00:01:05;A1;avatar;running towards a building
10_Video_16.mp4;Fortnite;10;00:01:05;00:01:06;A2;avatar, door;blocked by door
10_Video_16.mp4;Fortnite;10;00:01:06;;A3;avatar, building, door;opeing door and entering building
10_Video_16.mp4;Fortnite;10;00:01:06;00:01:11;A1;avatar;running through the virtual world
10_Video_16.mp4;Fortnite;10;00:01:11;00:01:13;A2;avatar, door;blocked by door
10_Video_16.mp4;Fortnite;10;00:01:13;;A3;avatar, building, door;opening door and exiting building
10_Video_17.mp4;Fortnite;10;00:00:00;;A2;avatar, building, door;opening door and exiting building
10_Video_17.mp4;Fortnite;10;00:00:00;00:00:03;A1;avatar;running through the virtual world
10_Video_17.mp4;Fortnite;10;00:00:03;00:00:05;A6;avatar, rails;jumping on rails
10_Video_17.mp4;Fortnite;10;00:00:05;00:00:10;A8;avatar, rails;moving on rails
10_Video_17.mp4;Fortnite;10;00:00:11;00:00:15;A9;avatar, rails;stop and go
10_Video_17.mp4;Fortnite;10;00:00:15;;A8;avatar, rails;change direction
10_Video_17.mp4;Fortnite;10;00:00:15;00:00:18;A1;avatar, rails;moving on rails
10_Video_17.mp4;Fortnite;10;00:00:18;;A8;avatar, rails;change direction
10_Video_17.mp4;Fortnite;10;00:00:18;00:00:20;A1;avatar, rails;moving on rails
10_Video_17.mp4;Fortnite;10;00:00:20;00:00:25;A8;avatar, rails;change direction
10_Video_17.mp4;Fortnite;10;00:00:25;00:00:32;A1;avatar, rails;moving on rails
10_Video_17.mp4;Fortnite;10;00:00:32;00:00:35;A8;avatar, rails;change direction
10_Video_17.mp4;Fortnite;10;00:00:35;;A6;avatar, rails;changing rails
10_Video_17.mp4;Fortnite;10;00:00:35;00:00:43;A1;avatar, rails;moving on rails
10_Video_17.mp4;Fortnite;10;00:00:44;00:00:47;A9;avatar, rails;stop and go
10_Video_17.mp4;Fortnite;10;00:00:47;;A8;avatar, rails;change direction
10_Video_17.mp4;Fortnite;10;00:00:48;00:01:00;A9;avatar, rails;stop and go
10_Video_18.mp4;Fortnite;10;00:00:00;00:00:03;A1;avatar;running through the virtual world
10_Video_18.mp4;Fortnite;10;00:00:03;00:00:04;A2;avatar, street lamp;blocked by obstacle
10_Video_18.mp4;Fortnite;10;00:00:05;00:00:10;A1;avatar;running through the virtual world
10_Video_18.mp4;Fortnite;10;00:00:10;00:00:14;A6;avatar, ui-element;viewing ui-element
10_Video_18.mp4;Fortnite;10;00:00:14;00:00:16;A4;avatar, group of avatars;attempt to gain attention
10_Video_18.mp4;Fortnite;10;00:00:20;00:00:23;A1;avatar;running through the virtual world
10_Video_18.mp4;Fortnite;10;00:00:23;;A8;avatar;change direction
10_Video_18.mp4;Fortnite;10;00:00:23;00:00:29;A9;avatar;stop and go
10_Video_18.mp4;Fortnite;10;00:00:29;00:00:32;A2;avatar, signpost;blocked by obstacle
10_Video_18.mp4;Fortnite;10;00:00:36;00:00:53;A1;avatar;running through the virtual world
10_Video_18.mp4;Fortnite;10;00:00:53;;A2;avatar, building;entering building
10_Video_18.mp4;Fortnite;10;00:00:53;00:00:56;A1;avatar;running through the virtual world
10_Video_18.mp4;Fortnite;10;00:00:56;;A2;avatar, building;exiting building
10_Video_19.mp4;Fortnite;10;00:00:00;00:00:03;A1;avatar;running through the virtual world
10_Video_19.mp4;Fortnite;10;00:00:03;00:00:05;A7;avatar;teleport
10_Video_19.mp4;Fortnite;10;00:00:05;00:00:14;A1;avatar;falling through the virtual world
10_Video_19.mp4;Fortnite;10;00:00:14;00:00:16;A6;avatar, ui-element;viewing ui-element
10_Video_19.mp4;Fortnite;10;00:00:17;00:00:19;A7;avatar;teleport
10_Video_19.mp4;Fortnite;10;00:00:19;00:00:25;A6;avatar, ui-element;viewing ui-element
10_Video_19.mp4;Fortnite;10;00:00:25;00:00:31;A4;avatar;attempt to gain attention
10_Video_19.mp4;Fortnite;10;00:00:32;00:00:35;A1;avatar;running through the virtual world
10_Video_19.mp4;Fortnite;10;00:00:35;00:00:37;A7;avatar;teleport
10_Video_19.mp4;Fortnite;10;00:00:37;00:00:45;A1;avatar;falling through the virtual world
10_Video_19.mp4;Fortnite;10;00:00:45;00:00:48;A1;avatar;running through the virtual world
10_Video_19.mp4;Fortnite;10;00:00:48;00:00:51;A9;avatar;stop and go
10_Video_19.mp4;Fortnite;10;00:00:51;;A8;avatar;change direction
10_Video_19.mp4;Fortnite;10;00:00:51;00:01:00;A1;avatar;running through the virtual world
10_Video_19.mp4;Fortnite;10;00:01:00;00:01:02;A6;avatar, ui-element;viewing ui-element
10_Video_19.mp4;Fortnite;10;00:01:02;00:01:04;A7;avatar;teleport
10_Video_20.mp4;Fortnite;10;00:00:00;00:00:06;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:07;;A3;avatar, building, door;open door and enter bulding
10_Video_20.mp4;Fortnite;10;00:00:07;00:00:10;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:10;;A3;avatar,  door;open door and enter different room
10_Video_20.mp4;Fortnite;10;00:00:10;00:00:14;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:14;;A3;avatar, building, door;open door and exit building
10_Video_20.mp4;Fortnite;10;00:00:14;00:00:22;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:22;;A3;avatar, building, door;open door and enter bulding
10_Video_20.mp4;Fortnite;10;00:00:22;00:00:26;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:27;00:00:28;A2;avatar;blocked by obstacle
10_Video_20.mp4;Fortnite;10;00:00:28;;A3;avatar, door;enter different room
10_Video_20.mp4;Fortnite;10;00:00:28;00:00:30;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:30;;A3;avatar, building, door;open door and exit building
10_Video_20.mp4;Fortnite;10;00:00:30;00:00:36;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:36;;A3;avatar, building, door;opening door and entering building
10_Video_20.mp4;Fortnite;10;00:00:36;00:00:38;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:38;00:00:42;A3;avatar, building, door;opening door and exiting building
10_Video_20.mp4;Fortnite;10;00:00:42;;A8;avatar;change direction
10_Video_20.mp4;Fortnite;10;00:00:42;;A3;avatar, building, door;entering building
10_Video_20.mp4;Fortnite;10;00:00:42;00:00:45;A1;avatar;running through the virtual world
10_Video_20.mp4;Fortnite;10;00:00:45;;A3;avatar, building, door;exiting building
