Video;Metaverse name;Editor;Sec (from);Sec (to, optional);Action;Relevant Objects;Description
2_Video_15;Spatial.io;2;14;64.0;A10;avatar, other avatar, cars;chatting with other avatar (text)
2_Video_15;Spatial.io;2;69;113.0;A6;avatar, car, racetrack;interacting with car
2_Video_15;Spatial.io;2;113;127.0;A1;avatar, building, waitingroom;walking into a building with waiting room
2_Video_15;Spatial.io;2;119;;A3;avatar, building, door;entering a glass building
2_Video_15;Spatial.io;2;127;134.0;A6;avatar, poster;interacting with a picture
2_Video_15;Spatial.io;2;134;140.0;A1;avatar, door;walking outside the building
2_Video_15;Spatial.io;2;141;151.0;A7;avatar, street;teleporting to the end of the street an back to the parking spot (3x)
2_Video_15;Spatial.io;2;152;157.0;A6;avatar, coins;collecting coins
2_Video_15;Spatial.io;2;157;;A8;avatar, parking spot;right turn 180
2_Video_15;Spatial.io;2;157;165.0;A1;avatar, car;walking towards a car
2_Video_15;Spatial.io;2;165;;A6;avatar, car;interacting with car
2_Video_15;Spatial.io;2;165;203.0;A1;avatar, car street;driving along a street
2_Video_15;Spatial.io;2;203;;A2;car, other cars;crashing with car into other car
2_Video_15;Spatial.io;2;203;219.0;A1;avatar, other avatar;walking to other avatar
2_Video_15;Spatial.io;2;221;;A4;avatar, other avatar;waving to other avatar
2_Video_15;Spatial.io;2;221;253.0;A10;avatar, other avatar;chatting with other avatar (text)
2_Video_15;Spatial.io;2;253;267.0;A1;avatar, red platform;running to red platform
2_Video_15;Spatial.io;2;267;;A7;avatar, red platform;teleporting to other platform
2_Video_15;Spatial.io;2;272;;A7;avatar, glass office;teleporting to glass office
2_Video_15;Spatial.io;2;272;280.0;A1;avatar, glass office;walking into glass office
2_Video_15;Spatial.io;2;276;;A3;avatar, door;entering glass office
2_Video_15;Spatial.io;2;281;292.0;A6;avatar, poster;interacting with poster
2_Video_15;Spatial.io;2;292;300.0;A1;avatar, glass office;walking around in office
2_Video_16;Spatial.io;2;4;21.0;A1;avatar, barn;walking into a barn
2_Video_16;Spatial.io;2;10;;A8;avatar, meadow;right turn 90
2_Video_16;Spatial.io;2;13;;A3;avatar, barn;entering the barn
2_Video_16;Spatial.io;2;21;;A6;avatar, barn, coin;collecting a coin
2_Video_16;Spatial.io;2;21;35.0;A1;avatar, barn;walking outside the barn
2_Video_16;Spatial.io;2;36;58.0;A10;avatar, river;chatting with other avatar (text)
2_Video_16;Spatial.io;2;58;72.0;A1;avatar, river, trees;walk though a river towards trees
2_Video_16;Spatial.io;2;72;83.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_16;Spatial.io;2;83;91.0;A1;avatar, harvester, tractor;walking to the harvester
2_Video_16;Spatial.io;2;91;184.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_16;Spatial.io;2;160;177.0;A1;avatar, trampoline;walking to the trampoline
2_Video_16;Spatial.io;2;170;190.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_16;Spatial.io;2;195;203.0;A1;avatar, trampoline;jumping on trampoline
2_Video_16;Spatial.io;2;200;;A6;avatar, trampoline, coins;collecting three coins
2_Video_16;Spatial.io;2;210;213.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_16;Spatial.io;2;213;;A7;avatar, island, coin;teleporting to coin on island
2_Video_16;Spatial.io;2;216;;A6;avatar, coin;collecting the coin
2_Video_16;Spatial.io;2;217;222.0;A1;avatar, lake, coin;running to a coin
2_Video_16;Spatial.io;2;222;;A6;avatar, coin;collecting the coin
2_Video_16;Spatial.io;2;228;;A7;avatar, island, coin;teleporting to coin on island
2_Video_16;Spatial.io;2;228;234.0;A1;avatar, lake;walking around on the island
2_Video_16;Spatial.io;2;231;;A6;avatar, coin;collecting the coin
2_Video_16;Spatial.io;2;236;257.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_16;Spatial.io;2;256;;A7;avatar, boat, lake;teleporting to a boat
2_Video_16;Spatial.io;2;266;300.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_16;Spatial.io;2;271;300.0;A6;avatar, other avatar, boat, lake;cruising with the boat
2_Video_16;Spatial.io;2;278;;A6;avatar, boat, seat;interacting with seat on boat
2_Video_17;Spatial.io;2;1;14.0;A1;avatar, glass office;walking outside the office, crossing the street
2_Video_17;Spatial.io;2;14;;A2;avatar, wall;walking against a wall across the street
2_Video_17;Spatial.io;2;16;;A8;avatar, street;left turn 180
2_Video_17;Spatial.io;2;16;30.0;A1;avatar, glass office;walking into a glass office
2_Video_17;Spatial.io;2;25;;A3;avatar, glass office;entering the glass office
2_Video_17;Spatial.io;2;30;;A8;avatar, seats;left turn 180
2_Video_17;Spatial.io;2;30;39.0;A1;avatar, car;walking outside the office to a car
2_Video_17;Spatial.io;2;40;43.0;A9;avatar, car;waiting and watching the car
2_Video_17;Spatial.io;2;43;52.0;A1;avatar, parking spot, red platform;walking on parking spot towards red platform
2_Video_17;Spatial.io;2;52;;A8;avatar, parking spot;right turn 180
2_Video_17;Spatial.io;2;52;67.0;A1;avatar, parking spot, traffic sign;walking on parking spot towards a traffic sign
2_Video_17;Spatial.io;2;67;71.0;A9;avatar, traffic sign;waiting in front of traffic sign
2_Video_17;Spatial.io;2;71;94.0;A1;avatar, parking spot, red platform;walking on parking spot to red platform
2_Video_17;Spatial.io;2;77;;A8;avatar, street;left turn 90
2_Video_17;Spatial.io;2;94;;A7;avatar, red platform;teleporting to other red platform
2_Video_17;Spatial.io;2;94;120.0;A1;avatar, street;walking around on the street
2_Video_17;Spatial.io;2;108;;A2;avatar, pillar;walking against a pillar
2_Video_17;Spatial.io;2;121;;A7;avatar, yellow platform;teleporting to other yellow platform
2_Video_17;Spatial.io;2;121;141.0;A1;avatar, street, chinese house;walking towards a chinese house
2_Video_17;Spatial.io;2;141;143.0;A9;avatar, chinese houes, coin;waiting in front of chinese house with coin
2_Video_17;Spatial.io;2;144;164.0;A1;avatar, street;walking along the street
2_Video_17;Spatial.io;2;150;;A6;avatar, coin;collecting the coin
2_Video_17;Spatial.io;2;152;;A8;avatar, house;left turn 180
2_Video_17;Spatial.io;2;164;167.0;A9;avatar, fence;waiting next to red fence
2_Video_17;Spatial.io;2;167;175.0;A1;avatar, yellow platform;walking on yellow platform
2_Video_17;Spatial.io;2;178;;A7;avatar, street;teleporting on street
2_Video_17;Spatial.io;2;185;;A7;avatar, glass office;teleporting to glass office
2_Video_17;Spatial.io;2;185;195.0;A1;avatar, glass office;walking inside the glass office and leaving it
2_Video_17;Spatial.io;2;188;;A3;avatar, glass office;entering glass office
2_Video_17;Spatial.io;2;197;230.0;A1;avatar, hill;running around on a hill
2_Video_17;Spatial.io;2;212;;A8;avatar, hill;right turn 180
2_Video_17;Spatial.io;2;217;;A6;avatar, coin;collecting a coin
2_Video_17;Spatial.io;2;230;;A7;avatar, red platform;teleporting to other red platform
2_Video_17;Spatial.io;2;230;240.0;A1;avatar, house;running to a house
2_Video_17;Spatial.io;2;240;250.0;A2;avatar, fence;walking against a fence
2_Video_17;Spatial.io;2;257;262.0;A2;avatar, blue ball;walking against a blue ball
2_Video_17;Spatial.io;2;262;297.0;A1;avatar, race track;walking around on race track
2_Video_17;Spatial.io;2;278;281.0;A9;avatar, bridge;waiting and watching a sign on bridge
2_Video_17;Spatial.io;2;291;;A8;avatar, race track;left turn 180
2_Video_18;Spatial.io;2;3;27.0;A1;avatar, islands, rainbow;walking around on flying islands over a rainbow
2_Video_18;Spatial.io;2;12;;A8;avatar, island, tree;right turn 180
2_Video_18;Spatial.io;2;27;;A9;avatar, fire;waiting and watching a fire
2_Video_18;Spatial.io;2;31;45.0;A1;avatar, other avatar;walking to other avatar
2_Video_18;Spatial.io;2;45;;A4;avatar, other avatar;waving to other avatar
2_Video_18;Spatial.io;2;48;58.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_18;Spatial.io;2;57;78.0;A1;avatar, islands, bridge;walking around the islands over a bridge
2_Video_18;Spatial.io;2;70;73.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_18;Spatial.io;2;78;98.0;A1;avatar, islands;running over the islands
2_Video_18;Spatial.io;2;90;;A8;avatar, tree;right turn 180
2_Video_18;Spatial.io;2;99;;A7;avatar, island, animal;teleporting to island with animal
2_Video_18;Spatial.io;2;106;;A4;avatar, sea;waving to the sea
2_Video_18;Spatial.io;2;107;119.0;A1;avatar, rope;walking to the rope
2_Video_18;Spatial.io;2;113;141.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_18;Spatial.io;2;119;;A7;avatar, rope;teleporting to the balloon
2_Video_18;Spatial.io;2;141;;A7;avatar, islands, balloon;teleporting to the platform with other balloon
2_Video_18;Spatial.io;2;157;;A7;avatar, rope;teleporting to the balloon
2_Video_18;Spatial.io;2;160;190.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_18;Spatial.io;2;166;;A4;avatar, balloon;waving to other balloon
2_Video_18;Spatial.io;2;196;;A7;avatar, islands, platform;teleporting to the platform
2_Video_18;Spatial.io;2;197;216.0;A1;avatar, islands, bridge;walking around on the islands over bridges
2_Video_18;Spatial.io;2;205;210.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_18;Spatial.io;2;209;;A8;avatar, tree;left turn 90
2_Video_18;Spatial.io;2;210;220.0;A9;avatar, island, trees;waiting and watching
2_Video_18;Spatial.io;2;220;233.0;A1;avatar, islands, bridge;walking around on the islands over bridges
2_Video_18;Spatial.io;2;222;;A8;avatar, meadow;right turn 180
2_Video_18;Spatial.io;2;233;238.0;A9;avatar, bridge;waiting in front of a bridge
2_Video_18;Spatial.io;2;238;268.0;A1;avatar, bridge, islands, rainbow;running across the islands over bridges and a rainbow
2_Video_18;Spatial.io;2;250;;A8;avatar, tree;left turn 180
2_Video_18;Spatial.io;2;268;274.0;A9;avatar, fire;waiting and watching a fire
2_Video_18;Spatial.io;2;274;299.0;A1;avatar, islands, bridge;walking around on the islands over bridges
2_Video_18;Spatial.io;2;295;;A8;avatar, tree, bridge;left turn 90
2_Video_19;Spatial.io;2;1;5.0;A1;avatar, dancefloor;walking across dancefloor
2_Video_19;Spatial.io;2;5;15.0;A1;avatar, sphere;walking towards a sphere
2_Video_19;Spatial.io;2;15;20.0;A6;avatar, sphere;interacting with sphere, showing hint
2_Video_19;Spatial.io;2;20;34.0;A1;avatar, sphere;walking towards a sphere
2_Video_19;Spatial.io;2;25;;A4;avatar, other avatar;waving to other avatar
2_Video_19;Spatial.io;2;34;37.0;A6;avatar, sphere;interacting with sphere, showing hint
2_Video_19;Spatial.io;2;38;44.0;A1;avatar, gate;walking towards a gate
2_Video_19;Spatial.io;2;44;48.0;A2;avatar, gate, boat;walking against a gate
2_Video_19;Spatial.io;2;51;;A4;avatar, woman;waving to woman
2_Video_19;Spatial.io;2;52;70.0;A1;avatar, dancefloor;running around at a dancefloor
2_Video_19;Spatial.io;2;62;;A8;avatar, dancefloor;left turn 180
2_Video_19;Spatial.io;2;70;74.0;A2;avatar, gate, boat;running against gate
2_Video_19;Spatial.io;2;74;;A8;avatar, gate;left turn 180
2_Video_19;Spatial.io;2;74;79.0;A1;avatar, sphere;walking towards a sphere
2_Video_19;Spatial.io;2;79;83.0;A6;avatar, sphere;interacting with sphere, showing hint
2_Video_19;Spatial.io;2;84;94.0;A1;avatar, sea;running around
2_Video_19;Spatial.io;2;90;;A8;avatar, sea;right turn 180
2_Video_19;Spatial.io;2;94;99.0;A6;avatar, sphere;interacting with sphere, showing hint
2_Video_19;Spatial.io;2;99;113.0;A1;avatar, disco;running through disco
2_Video_19;Spatial.io;2;113;;A6;avatar, sphere;collecting a sphere
2_Video_19;Spatial.io;2;114;125.0;A1;avatar, disco;running through disco to a car
2_Video_19;Spatial.io;2;126;136.0;A6;avatar, car;interacting with car
2_Video_19;Spatial.io;2;136;141.0;A1;avatar, disco;running outside
2_Video_19;Spatial.io;2;141;148.0;A2;avatar, gate, boat;running against a gate
2_Video_19;Spatial.io;2;148;153.0;A1;avatar, keypad;walking to a keypad
2_Video_19;Spatial.io;2;153;160.0;A6;avatar, keypad;interacting with keypad, entering code
2_Video_19;Spatial.io;2;160;168.0;A1;avatar, key;walking to key
2_Video_19;Spatial.io;2;168;;A6;avatar, key;interacting with key - picking up key
2_Video_19;Spatial.io;2;169;177.0;A1;avatar, gate, lock;walking to lock
2_Video_19;Spatial.io;2;177;;A6;avatar, lock;interacting with lock
2_Video_19;Spatial.io;2;178;185.0;A1;avatar, boat;walking to boat
2_Video_19;Spatial.io;2;185;;A6;avatar, boat;interacting with boat
2_Video_19;Spatial.io;2;186;230.0;A1;avatar, boat, sea;riding a boat through 11 markers
2_Video_19;Spatial.io;2;230;;A6;avatar, item;winning custom item
2_Video_19;Spatial.io;2;230;246.0;A1;avatar, boat, sea;riding boat back to island
2_Video_19;Spatial.io;2;246;266.0;A1;avatar, abstract building;walking around near abstract building
2_Video_19;Spatial.io;2;253;;A9;avatar, abstract building;waiting in front of abstract building and walking on
2_Video_19;Spatial.io;2;259;;A8;avatar, disco;left turn 180
2_Video_19;Spatial.io;2;266;;A4;avatar, man;waving to man
2_Video_19;Spatial.io;2;268;283.0;A1;avatar, disco;walking across the disco
2_Video_19;Spatial.io;2;283;286.0;A2;avatar, chair;walking against chair
2_Video_19;Spatial.io;2;286;294.0;A1;avatar, dancefloor;walking around the dancefloor
2_Video_19;Spatial.io;2;294;;A4;avatar, man;waving to man
2_Video_20;Spatial.io;2;3;14.0;A1;avatar, temple, water;walking around in a temple with water
2_Video_20;Spatial.io;2;14;20.0;A2;avatar, statue;walking against a statue
2_Video_20;Spatial.io;2;20;;A8;avatar, statue;left turn 180
2_Video_20;Spatial.io;2;20;28.0;A1;avatar, temple, water;walking around in a temple with water
2_Video_20;Spatial.io;2;28;30.0;A9;avatar, statue;waiting in front of statue
2_Video_20;Spatial.io;2;31;40.0;A1;avatar, temple, water;walking around in a temple with water
2_Video_20;Spatial.io;2;35;;A6;avatar, collectible;collecting a collectible
2_Video_20;Spatial.io;2;40;85.0;A10;avatar;chatting with other avatar (text)
2_Video_20;Spatial.io;2;85;105.0;A1;avatar, temple, water, other avatar;walking to other avatar
2_Video_20;Spatial.io;2;105;125.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_20;Spatial.io;2;120;138.0;A1;avatar, temple, waterfall;running to the waterfall
2_Video_20;Spatial.io;2;130;140.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_20;Spatial.io;2;138;150.0;A1;avatar, temple, water, other avatar;walking with other avatar through the temple
2_Video_20;Spatial.io;2;150;155.0;A2;avatar, pillar;walking against a pillar
2_Video_20;Spatial.io;2;155;165.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_20;Spatial.io;2;155;163.0;A1;avatar, temple, water, other avatar;walking with other avatar through the temple
2_Video_20;Spatial.io;2;163;169.0;A2;avatar, pillar;walking against a pillar
2_Video_20;Spatial.io;2;170;177.0;A1;avatar, temple, water, other avatar;walking with other avatar through the temple
2_Video_20;Spatial.io;2;177;179.0;A9;avatar, temple, water;waiting and watching
2_Video_20;Spatial.io;2;179;200.0;A1;avatar, temple, water, other avatar;walking with other avatar through the temple
2_Video_20;Spatial.io;2;200;204.0;A2;avatar, pillar;walking against a pillar
2_Video_20;Spatial.io;2;204;239.0;A1;avatar, temple, water, other avatar;walking with other avatar through the temple
2_Video_20;Spatial.io;2;212;239.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_20;Spatial.io;2;240;276.0;A9;avatar, stairs, catwalk;waiting and watching other avatar on catwalk
2_Video_20;Spatial.io;2;262;;A4;avatar, other avatar, catwalk;showing thumbs up, other avatar dancing
2_Video_20;Spatial.io;2;269;276.0;A5;avatar, other avatar;audio talk to other avatar
2_Video_20;Spatial.io;2;276;290.0;A1;avatar, temple, water, other avatar;walking through the temple
2_Video_20;Spatial.io;2;290;293.0;A9;avatar, temple, water;waiting and watching
2_Video_20;Spatial.io;2;293;298.0;A1;avatar, temple, water, other avatar;walking with other avatar through the temple
