Video;Metaverse name;Editor;Frame (from);Frame (to, optional);Action;Relevant Objects;Description
8_Video_ 17;Decentraland;8;1370.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;1426.0;;A2;Avatar, Wand;gegen Wand gelaufen
8_Video_ 17;Decentraland;8;1490.0;;A2;Avatar, Wand;gegen Wand gelaufen
8_Video_ 17;Decentraland;8;1490.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;1495.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;1560.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;1600.0;;A2;Avatar, Wand;gegen Wand gelaufen
8_Video_ 17;Decentraland;8;1600.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;1610.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;1776.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;1964.0;;A3;Avatar, Gebäude;ein Gebäude betreten 
8_Video_ 17;Decentraland;8;2015.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;2050.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;2320.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;2528.0;;A2;Avatar, Wand;gegen Wand gelaufen
8_Video_ 17;Decentraland;8;2528.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;2695.0;;A7;Avatar, Map;"sich zu einem anderen Ort ""teleportieren"" "
8_Video_ 17;Decentraland;8;2790.0;;A1;Avatar;durch die virtuelle Welt laufen 
8_Video_ 17;Decentraland;8;2792.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;2910.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;3245.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;3607.0;;A3;Avatar, Gebäude;ein Gebäude betreten 
8_Video_ 17;Decentraland;8;3660.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;3670.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;3680.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;3955.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;4020.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;4060.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 17;Decentraland;8;4299.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 17;Decentraland;8;4580.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 18;Decentraland;8;30.0;;A1;Avatar;durch die virtuelle Welt laufen 
8_Video_ 18;Decentraland;8;474.0;;A2;Avatar, Parkbank;gegen Parkbank gelaufen
8_Video_ 18;Decentraland;8;474.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 18;Decentraland;8;507.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 18;Decentraland;8;658.0;;A2;Avatar, Parkbank;gegen Parkbank gelaufen
8_Video_ 18;Decentraland;8;658.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 18;Decentraland;8;690.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 18;Decentraland;8;911.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 18;Decentraland;8;1136.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 18;Decentraland;8;1180.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 18;Decentraland;8;1655.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 18;Decentraland;8;1710.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 18;Decentraland;8;1830.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;36.0;;A1;Avatar;durch die virtuelle Welt laufen 
8_Video_ 19;Decentraland;8;86.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;220.0;;A7;Avatar, Map;"sich zu einem anderen Ort ""teleportieren"" "
8_Video_ 19;Decentraland;8;420.0;;A7;Avatar, Map;"sich zu einem anderen Ort ""teleportieren"" "
8_Video_ 19;Decentraland;8;660.0;;A7;Avatar, Map;"sich zu einem anderen Ort ""teleportieren"" "
8_Video_ 19;Decentraland;8;770.0;;A1;Avatar;durch die virtuelle Welt laufen 
8_Video_ 19;Decentraland;8;1217.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;1400.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;1470.0;;A8;Avatar;die Richtung wechseln 
8_Video_ 19;Decentraland;8;1734.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;1993.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;2185.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;2350.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;2700.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;2929.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;3214.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;3224.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 19;Decentraland;8;3600.0;;A9;Avatar;stehen bleiben und weiter laufen 
8_Video_ 20;Decentraland;8;120.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;210.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;310.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;420.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;530.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;670.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;800.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;925.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;1079.0;;A4;Avatar;Emote: Wave
8_Video_ 20;Decentraland;8;1210.0;;A4;Avatar;Emote: Hands Air
